# Extinction sequence for 84 applications  and 29 platforms.
# This is the data and average for 50 different extinction sequences.
0	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84.0	29
1	84	82	84	82	84	84	84	84	84	84	84	84	82	84	82	84	82	84	84	82	84	84	82	84	84	81	84	81	84	84	84	84	83	84	84	84	84	84	84	83	83	82	84	84	84	84	82	84	84	83	83.44	28
2	84	82	83	78	83	84	81	83	82	82	84	82	81	83	82	84	80	80	84	82	83	84	82	82	81	81	83	81	84	84	81	84	83	84	81	84	84	83	83	82	83	82	84	82	82	84	82	84	84	83	82.56	27
3	84	78	83	74	83	84	81	83	80	80	82	81	79	83	79	82	78	80	83	82	81	82	78	81	81	81	83	81	84	83	80	84	83	84	81	84	84	82	83	82	83	79	84	81	82	84	82	84	84	83	81.74	26
4	84	78	83	71	83	84	81	83	78	79	80	81	79	83	79	77	78	80	79	82	81	81	78	81	78	81	80	81	84	82	80	84	83	84	81	84	84	82	83	82	83	78	82	80	82	84	81	84	84	83	81.14	25
5	83	75	83	71	83	84	81	83	78	79	80	78	75	83	78	77	77	78	79	81	81	79	77	79	78	81	80	80	84	82	80	84	83	84	75	81	84	82	82	82	81	78	82	80	82	84	80	84	84	83	80.44	24
6	83	68	79	71	82	79	79	81	78	72	80	78	75	81	78	72	77	78	79	78	81	76	75	79	73	78	78	76	84	82	80	84	83	84	74	80	84	82	82	82	81	78	79	79	80	82	80	82	84	83	79.06	23
7	83	63	79	71	79	79	79	74	74	72	79	76	72	79	78	72	76	78	79	78	80	76	75	77	68	78	78	76	79	82	77	83	82	83	74	76	84	82	81	79	81	74	73	79	79	82	80	77	82	81	77.56	22
8	81	63	77	71	79	78	77	74	74	72	77	72	72	78	72	72	74	78	76	78	79	76	74	74	66	77	78	76	71	82	77	83	80	83	74	75	83	82	79	79	81	74	73	79	77	82	78	77	80	81	76.5	21
9	81	62	74	67	79	77	77	74	73	72	77	71	71	78	72	66	74	78	76	76	73	76	74	74	64	77	78	76	71	79	77	83	78	82	74	75	83	82	79	79	81	74	73	76	77	79	78	74	80	78	75.58	20
10	77	59	69	63	78	74	74	74	64	71	77	71	70	78	69	65	73	75	76	76	73	76	74	69	63	77	78	75	70	79	76	83	74	80	71	75	83	82	79	76	75	71	69	68	75	76	73	64	74	71	73.24	19
