# Extinction sequence for 25 applications  and 25 platforms.
# This is the data and average for 25 different extinction sequences.
0	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25.0	25
1	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25.0	24
2	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25.0	23
3	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25.0	22
4	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25.0	21
5	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25.0	20
6	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25.0	19
7	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25.0	18
8	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25.0	17
9	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25.0	16
10	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25.0	15
11	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25.0	14
12	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25.0	13
13	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25.0	12
14	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25.0	11
15	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25.0	10
16	25	25	25	25	25	25	25	25	12	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	24.48	9
17	25	25	25	25	25	25	25	25	12	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	24.48	8
18	25	25	25	25	25	25	25	25	12	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	24.48	7
19	25	25	25	25	25	25	25	25	12	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	24.48	6
20	25	25	18	25	25	25	25	25	12	25	25	18	25	25	25	25	25	12	25	25	25	25	25	25	25	23.4	5
21	25	25	18	25	13	25	25	25	12	25	18	18	13	25	25	25	25	6	25	25	25	25	25	25	25	21.92	4
22	25	4	5	25	9	13	6	18	8	18	18	18	13	9	25	18	25	6	25	12	25	25	12	25	25	16.48	3
23	10	3	2	18	9	8	6	18	8	4	6	18	8	6	25	18	25	4	18	5	25	8	6	25	6	11.56	2
24	6	1	1	2	1	5	6	3	1	2	6	3	5	6	1	2	25	1	18	5	3	4	5	25	6	5.72	1
25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0

