#srv_dead	#srv	%fail	#fail	#requests
0	50	0.0	0	215000
1	50	1.472093023255814	3165	215000
2	50	2.9009302325581396	6237	215000
3	50	4.424186046511628	9512	215000
4	50	6.373953488372093	13704	215000
5	50	7.587441860465116	16313	215000
12	50	19.673953488372092	42299	215000
25	50	43.00046511627907	92451	215000

