#srv_dead	#srv	%fail	#fail	#requests
1	500	0.05217908082408875	1317	2524000
2	500	0.10550713153724248	2663	2524000
3	500	0.15863708399366086	4004	2524000
4	500	0.20665610142630744	5216	2524000
5	500	0.26727416798732173	6746	2524000
6	500	0.3166798732171157	7993	2524000
7	500	0.359904912836767	9084	2524000
8	500	0.42654516640253565	10766	2524000
9	500	0.485459587955626	12253	2524000
10	500	0.5359746434231378	13528	2524000
11	500	0.5882329635499207	14847	2524000
12	500	0.643621236133122	16245	2524000
13	500	0.7177496038034865	18116	2524000
14	500	0.7718304278922345	19481	2524000
15	500	0.8102614896988907	20451	2524000
16	500	0.8805467511885895	22225	2524000
17	500	0.9346275752773375	23590	2524000
18	500	0.9904912836767037	25000	2524000
19	500	1.0519017432646594	26550	2524000
20	500	1.115055467511886	28144	2524000
21	500	1.1646988906497622	29397	2524000
22	500	1.238906497622821	31270	2524000
23	500	1.2958795562599048	32708	2524000
24	500	1.355863708399366	34222	2524000
25	500	1.427852614896989	36039	2524000
26	500	1.4781695721077655	37309	2524000
27	500	1.5370839936608558	38796	2524000
28	500	1.5754358161648176	39764	2524000
29	500	1.6543581616481775	41756	2524000
30	500	1.7329239302694137	43739	2524000
31	500	1.7837559429477021	45022	2524000
32	500	1.865649762282092	47089	2524000
33	500	1.9044374009508716	48068	2524000
34	500	1.9940174326465927	50329	2524000
35	500	2.0341521394611726	51342	2524000
36	500	2.1249603803486528	53634	2524000
37	500	2.208637083993661	55746	2524000
38	500	2.2211568938193342	56062	2524000
39	500	2.325039619651347	58684	2524000
40	500	2.3891442155309033	60302	2524000
41	500	2.437797147385103	61530	2524000
42	500	2.513985736925515	63453	2524000
43	500	2.5749207606973057	64991	2524000
44	500	2.6687797147385104	67360	2524000
45	500	2.709429477020602	68386	2524000
46	500	2.7595087163232965	69650	2524000
47	500	2.8885895404120445	72908	2524000
48	500	2.905309033280507	73330	2524000
49	500	3.00851822503962	75935	2524000
50	500	3.0631933438985737	77315	2524000
51	500	3.139302694136292	79236	2524000
52	500	3.2141442155309035	81125	2524000
53	500	3.2764263074484945	82697	2524000
54	500	3.3346275752773376	84166	2524000
55	500	3.4375990491283677	86765	2524000
56	500	3.5108161648177494	88613	2524000
57	500	3.5631537242472264	89934	2524000
58	500	3.646513470681458	92038	2524000
59	500	3.709904912836767	93638	2524000
60	500	3.7927099841521397	95728	2524000
61	500	3.882488114104596	97994	2524000
62	500	3.953288431061807	99781	2524000
63	500	4.03324088748019	101799	2524000
64	500	4.084508716323296	103093	2524000
65	500	4.176188589540412	105407	2524000
66	500	4.246553090332805	107183	2524000
67	500	4.333280507131537	109372	2524000
68	500	4.420245641838352	111567	2524000
69	500	4.51675911251981	114003	2524000
70	500	4.575	115473	2524000
71	500	4.679437400950872	118109	2524000
72	500	4.7552694136291604	120023	2524000
73	500	4.814144215530903	121509	2524000
74	500	4.889659270998415	123415	2524000
75	500	4.980824088748019	125716	2524000
76	500	5.058637083993661	127680	2524000
77	500	5.143225039619652	129815	2524000
78	500	5.191283676703645	131028	2524000
79	500	5.3140649762282095	134127	2524000
80	500	5.414659270998415	136666	2524000
81	500	5.485459587955626	138453	2524000
82	500	5.553328050713154	140166	2524000
83	500	5.671790808240887	143156	2524000
84	500	5.7147385103011095	144240	2524000
85	500	5.81877971473851	146866	2524000
86	500	5.9178288431061805	149366	2524000
87	500	6.007765451664025	151636	2524000
88	500	6.098771790808241	153933	2524000
89	500	6.188272583201268	156192	2524000
90	500	6.27270206022187	158323	2524000
91	500	6.332131537242472	159823	2524000
92	500	6.464936608557845	163175	2524000
93	500	6.515927099841521	164462	2524000
94	500	6.5968700475435815	166505	2524000
95	500	6.70297147385103	169183	2524000
96	500	6.785776545166403	171273	2524000
97	500	6.909270998415214	174390	2524000
98	500	6.995047543581617	176555	2524000
99	500	7.032527733755943	177501	2524000
100	500	7.173217115689382	181052	2524000
101	500	7.236093502377179	182639	2524000
102	500	7.359231378763867	185747	2524000
103	500	7.434984152139461	187659	2524000
104	500	7.546790808240887	190481	2524000
105	500	7.616798732171157	192248	2524000
106	500	7.700158478605388	194352	2524000
107	500	7.785657686212361	196510	2524000
108	500	7.9114500792393025	199685	2524000
109	500	8.014421553090333	202284	2524000
110	500	8.08189381933439	203987	2524000
111	500	8.244255150554675	208085	2524000
112	500	8.290610142630745	209255	2524000
113	500	8.387876386687797	211710	2524000
114	500	8.510816164817749	214813	2524000
115	500	8.629595879556259	217811	2524000
116	500	8.705784469096672	219734	2524000
117	500	8.807012678288432	222289	2524000
118	500	8.946870047543582	225819	2524000
119	500	9.033676703645009	228010	2524000
120	500	9.126069730586371	230342	2524000
121	500	9.222622820919176	232779	2524000
122	500	9.317987321711568	235186	2524000
123	500	9.405982567353407	237407	2524000
124	500	9.505110935023772	239909	2524000
125	500	9.66109350237718	243846	2524000
166	500	14.389778129952456	363198	2524000
250	500	27.09322503961965	683833	2524000

