#srv_dead	#srv	%fail	#fail	#requests
1	991	0.05744403956272775	2207	3842000
2	991	0.11059344091618949	4249	3842000
3	991	0.16546069755335763	6357	3842000
4	991	0.22683498178032274	8715	3842000
5	991	0.27319104633003644	10496	3842000
6	991	0.335866736074961	12904	3842000
7	991	0.38859968766267566	14930	3842000
8	991	0.44643414888079125	17152	3842000
9	991	0.49877667881311816	19163	3842000
10	991	0.5589536699635607	21475	3842000
11	991	0.6174128058302967	23721	3842000
12	991	0.6532274856845393	25097	3842000
13	991	0.7311296199895888	28090	3842000
14	991	0.7813378448724623	30019	3842000
15	991	0.8372722540343571	32168	3842000
16	991	0.8973451327433628	34476	3842000
17	991	0.9488547631441957	36455	3842000
18	991	1.0172306090577825	39082	3842000
19	991	1.0563248308172826	40584	3842000
20	991	1.1331337844872462	43535	3842000
21	991	1.1688964081207704	44909	3842000
22	991	1.2345913586673607	47433	3842000
23	991	1.2848516397709526	49364	3842000
24	991	1.357079646017699	52139	3842000
25	991	1.418844351900052	54512	3842000
26	991	1.4638209266007287	56240	3842000
27	991	1.5261842790213431	58636	3842000
28	991	1.5580947423217075	59862	3842000
29	991	1.6492191566892243	63363	3842000
30	991	1.6863352420614264	64789	3842000
31	991	1.7604372722540345	67636	3842000
32	991	1.804711087975013	69337	3842000
33	991	1.8431285788651743	70813	3842000
34	991	1.9143154606975534	73548	3842000
35	991	1.9684539302446642	75628	3842000
36	991	2.0357886517438835	78215	3842000
37	991	2.087766788131182	80212	3842000
38	991	2.1634825611660595	83121	3842000
39	991	2.2080947423217077	84835	3842000
40	991	2.2750130140551796	87406	3842000
41	991	2.3136127017178554	88889	3842000
42	991	2.383133784487246	91560	3842000
43	991	2.4521603331598127	94212	3842000
44	991	2.502758979698074	96156	3842000
45	991	2.5688183237896927	98694	3842000
46	991	2.6172566371681416	100555	3842000
47	991	2.671759500260281	102649	3842000
48	991	2.7385736595523165	105216	3842000
49	991	2.794768349817803	107375	3842000
50	991	2.8417751171264967	109181	3842000
51	991	2.8992712129099427	111390	3842000
52	991	2.9587975013014054	113677	3842000
53	991	3.0233211868818324	116156	3842000
54	991	3.0824049973971888	118426	3842000
55	991	3.1533836543466944	121153	3842000
56	991	3.21954711087975	123695	3842000
57	991	3.2812077043206664	126064	3842000
58	991	3.3057001561686623	127005	3842000
59	991	3.3905257678292555	130264	3842000
60	991	3.454294638209266	132714	3842000
61	991	3.493805309734513	134232	3842000
62	991	3.5532535137948984	136516	3842000
63	991	3.608563248308173	138641	3842000
64	991	3.6769651223321187	141269	3842000
65	991	3.7383133784487246	143626	3842000
66	991	3.7999219156689223	145993	3842000
67	991	3.869937532535138	148683	3842000
68	991	3.9144716293597086	150394	3842000
69	991	3.978396668401874	152850	3842000
70	991	4.04614783966684	155453	3842000
71	991	4.099219156689224	157492	3842000
72	991	4.162545549193129	159925	3842000
73	991	4.215564809994794	161962	3842000
74	991	4.272254034357106	164140	3842000
75	991	4.329021343050495	166321	3842000
76	991	4.381884435190005	168352	3842000
77	991	4.481754294638209	172189	3842000
78	991	4.519729307652264	173648	3842000
79	991	4.572904737116086	175691	3842000
80	991	4.6717334721499215	179488	3842000
81	991	4.717256637168141	181237	3842000
