#srv_dead	#srv	%fail	#fail	#requests
0	838	0.0	0	2501000
5	838	0.14110355857656937	3529	2501000
10	838	0.27824870051979206	6959	2501000
15	838	0.4177528988404638	10448	2501000
20	838	0.5764094362255098	14416	2501000
25	838	0.7153138744502199	17890	2501000
30	838	0.8604558176729308	21520	2501000
35	838	1.0046781287485007	25127	2501000
40	838	1.1597361055577768	29005	2501000
45	838	1.305357856857257	32647	2501000
50	838	1.475249900039984	36896	2501000
55	838	1.6206317473010796	40532	2501000
60	838	1.7714914034386247	44305	2501000
65	838	1.9266693322670931	48186	2501000
70	838	2.084126349460216	52124	2501000
75	838	2.2813274690123952	57056	2501000
80	838	2.443782487005198	61119	2501000
209	838	7.641223510595761	191107	2501000
419	838	20.968532586965214	524423	2501000

