#srv_dead	#srv	%fail	#fail	#requests
0	841	0.0	0	2503000
5	841	0.14662405113863364	3670	2503000
10	841	0.2789452656811826	6982	2503000
15	841	0.43124250898921296	10794	2503000
20	841	0.5777866560127847	14462	2503000
25	841	0.7280063923292049	18222	2503000
30	841	0.869836196564123	21772	2503000
35	841	1.0313623651618058	25815	2503000
40	841	1.1939672393128247	29885	2503000
45	841	1.3620854974031162	34093	2503000
50	841	1.4950858969236915	37422	2503000
55	841	1.654934079105074	41423	2503000
60	841	1.8414702357171395	46092	2503000
65	841	1.9859368757491012	49708	2503000
70	841	2.1476628046344386	53756	2503000
75	841	2.336316420295645	58478	2503000
80	841	2.4760687175389533	61976	2503000
210	841	7.7730323611666	194559	2503000
420	841	20.979224930083898	525110	2503000

