#srv_dead	#srv	%fail	#fail	#requests
1	500	0.11133122028526149	2810	2524000
2	500	0.2054675118858954	5186	2524000
3	500	0.31834389857369255	8035	2524000
4	500	0.4229793977812995	10676	2524000
5	500	0.5236925515055467	13218	2524000
6	500	0.6223454833597465	15708	2524000
7	500	0.7400158478605389	18678	2524000
8	500	0.8192947702060221	20679	2524000
9	500	0.947107765451664	23905	2524000
10	500	1.048296354992076	26459	2524000
11	500	1.1520998415213946	29079	2524000
12	500	1.2580031695721077	31752	2524000
13	500	1.373296354992076	34662	2524000
14	500	1.4857369255150554	37500	2524000
15	500	1.5949683042789224	40257	2524000
16	500	1.6736925515055467	42244	2524000
17	500	1.7975435816164818	45370	2524000
18	500	1.9027337559429478	48025	2524000
19	500	1.998177496038035	50434	2524000
20	500	2.1440174326465926	54115	2524000
21	500	2.254001584786054	56891	2524000
22	500	2.35986529318542	59563	2524000
23	500	2.4303486529318543	61342	2524000
24	500	2.578882725832013	65091	2524000
25	500	2.695879556259905	68044	2524000
26	500	2.791917591125198	70468	2524000
27	500	2.917353407290016	73634	2524000
28	500	2.965213946117274	74842	2524000
29	500	3.115293185419968	78630	2524000
30	500	3.2095879556259903	81010	2524000
31	500	3.372266244057052	85116	2524000
32	500	3.4184627575277338	86282	2524000
33	500	3.5688589540412043	90078	2524000
34	500	3.7049524564183836	93513	2524000
35	500	3.7475039619651347	94587	2524000
36	500	3.882725832012678	98000	2524000
37	500	4.024405705229794	101576	2524000
38	500	4.121632329635499	104030	2524000
39	500	4.287955625990492	108228	2524000
40	500	4.370958795562599	110323	2524000
41	500	4.475792393026941	112969	2524000
42	500	4.609984152139461	116356	2524000
43	500	4.689936608557844	118374	2524000
44	500	4.785736925515056	120792	2524000
45	500	4.966045958795562	125343	2524000
46	500	5.0256735340729	126848	2524000
47	500	5.213391442155309	131586	2524000
48	500	5.248811410459588	132480	2524000
49	500	5.394215530903328	136150	2524000
50	500	5.519255150554675	139306	2524000
51	500	5.565174326465927	140465	2524000
52	500	5.729477020602219	144612	2524000
53	500	5.846711568938193	147571	2524000
54	500	5.958478605388272	150392	2524000
55	500	6.105705229793978	154108	2524000
56	500	6.201465927099841	156525	2524000
57	500	6.368660855784469	160745	2524000
58	500	6.454001584786054	162899	2524000
59	500	6.616957210776545	167012	2524000
60	500	6.7340332805071315	169967	2524000
61	500	6.810578446909667	171899	2524000
62	500	6.941402535657686	175201	2524000
63	500	6.995522979397781	176567	2524000
64	500	7.2013866877971475	181763	2524000
65	500	7.305863708399366	184400	2524000
66	500	7.4299920760697304	187533	2524000
67	500	7.620206022187005	192334	2524000
68	500	7.665729001584786	193483	2524000
69	500	7.794849445324881	196742	2524000
70	500	7.87472266244057	198758	2524000
71	500	8.017194928684628	202354	2524000
72	500	8.137361331220285	205387	2524000
73	500	8.28351822503962	209076	2524000
74	500	8.372187004754359	211314	2524000
75	500	8.568938193343898	216280	2524000
76	500	8.691362916006339	219370	2524000
77	500	8.804556259904913	222227	2524000
78	500	8.87488114104596	224002	2524000
79	500	9.068185419968303	228881	2524000
80	500	9.153922345483359	231045	2524000
81	500	9.252099841521394	233523	2524000
82	500	9.393819334389857	237100	2524000
83	500	9.518066561014264	240236	2524000
84	500	9.611251980982567	242588	2524000
85	500	9.793502377179081	247188	2524000
86	500	9.923732171156894	250475	2524000
87	500	10.075237717908083	254299	2524000
88	500	10.180665610142631	256960	2524000
89	500	10.33526148969889	260862	2524000
90	500	10.40241679873217	262557	2524000
91	500	10.616719492868462	267966	2524000
92	500	10.675237717908082	269443	2524000
93	500	10.824128367670365	273201	2524000
94	500	10.87175118858954	274403	2524000
95	500	11.003684627575277	277733	2524000
96	500	11.115451664025356	280554	2524000
97	500	11.32947702060222	285956	2524000
98	500	11.495404120443741	290144	2524000
99	500	11.631656101426307	293583	2524000
100	500	11.73744057052298	296253	2524000
101	500	11.806418383518226	297994	2524000
102	500	12.026822503961965	303557	2524000
103	500	12.073494453248811	304735	2524000
104	500	12.225594294770206	308574	2524000
105	500	12.416402535657687	313390	2524000
106	500	12.541442155309033	316546	2524000
107	500	12.693502377179081	320384	2524000
108	500	12.78379556259905	322663	2524000
109	500	12.88161648177496	325132	2524000
110	500	13.10744849445325	330832	2524000
111	500	13.253288431061806	334513	2524000
112	500	13.31620443740095	336101	2524000
113	500	13.505229793977813	340872	2524000
114	500	13.62270206022187	343837	2524000
115	500	13.702060221870047	345840	2524000
116	500	13.84837559429477	349533	2524000
117	500	13.933280507131537	351676	2524000
118	500	14.15919175911252	357378	2524000
119	500	14.262757527733756	359992	2524000
120	500	14.448137876386689	364671	2524000
121	500	14.52068145800317	366502	2524000
122	500	14.660895404120444	370041	2524000
123	500	14.788827258320127	373270	2524000
124	500	14.904437400950872	376188	2524000
125	500	15.128050713153725	381832	2524000
166	500	21.162678288431064	534146	2524000
250	500	35.53324088748019	896859	2524000

