#srv_dead	#srv	%fail	#fail	#requests
1	495	0.08989845002672368	1682	1871000
2	495	0.1854088722608231	3469	1871000
3	495	0.2784072688401924	5209	1871000
4	495	0.37284874398717266	6976	1871000
5	495	0.448690539818279	8395	1871000
6	495	0.5506680919294495	10303	1871000
7	495	0.6338321753073223	11859	1871000
8	495	0.747407803313736	13984	1871000
9	495	0.8304115446285408	15537	1871000
10	495	0.9187065740245858	17189	1871000
11	495	1.0125601282736505	18945	1871000
12	495	1.1074826296098343	20721	1871000
13	495	1.1896312132549438	22258	1871000
14	495	1.2830571886691609	24006	1871000
15	495	1.3772848743987172	25769	1871000
16	495	1.480224478888295	27695	1871000
17	495	1.5512560128273651	29024	1871000
18	495	1.640726884019241	30698	1871000
19	495	1.7603955104222342	32937	1871000
20	495	1.8607696419027258	34815	1871000
21	495	1.9165152324959915	35858	1871000
22	495	2.0378407268840193	38128	1871000
23	495	2.1031533939070015	39350	1871000
24	495	2.234313201496526	41804	1871000
25	495	2.3110101549973274	43239	1871000
26	495	2.3950293960448956	44811	1871000
27	495	2.519347942276857	47137	1871000
28	495	2.6213789417423836	49046	1871000
29	495	2.6897915553180116	50326	1871000
30	495	2.771405665419562	51853	1871000
31	495	2.890539818278995	54082	1871000
32	495	3.0033137359700697	56192	1871000
33	495	3.0869588455371457	57757	1871000
34	495	3.2348476750400854	60524	1871000
35	495	3.25515766969535	60904	1871000
36	495	3.40224478888295	63656	1871000
37	495	3.5047033671833243	65573	1871000
38	495	3.6111170497060394	67564	1871000
39	495	3.687065740245858	68985	1871000
40	495	3.7888295029396044	70889	1871000
41	495	3.9238909673971136	73416	1871000
42	495	4.011651523249599	75058	1871000
43	495	4.122554783538215	77133	1871000
44	495	4.250293960448958	79523	1871000
45	495	4.264136825227151	79782	1871000
46	495	4.398556921432389	82297	1871000
47	495	4.467931587386424	83595	1871000
48	495	4.568466060929984	85476	1871000
49	495	4.671779796900053	87409	1871000
50	495	4.776483164083378	89368	1871000
51	495	4.897327632282202	91629	1871000
52	495	5.045002672367718	94392	1871000
53	495	5.088081239978621	95198	1871000
54	495	5.234847675040085	97944	1871000
55	495	5.314965259219669	99443	1871000
56	495	5.410475681453768	101230	1871000
57	495	5.546712987707108	103779	1871000
58	495	5.659807589524319	105895	1871000
59	495	5.756654195617317	107707	1871000
60	495	5.821004810261892	108911	1871000
61	495	5.888188134687333	110168	1871000
62	495	6.040780331373597	113023	1871000
63	495	6.200694815606627	116015	1871000
64	495	6.274398717263495	117394	1871000
65	495	6.376429716729022	119303	1871000
66	495	6.503260288615714	121676	1871000
67	495	6.603367183324425	123549	1871000
68	495	6.685996793158739	125095	1871000
69	495	6.8094067343666485	127404	1871000
70	495	6.903153393907002	129158	1871000
71	495	7.089096739711384	132637	1871000
72	495	7.127525387493319	133356	1871000
73	495	7.251897381079637	135683	1871000
74	495	7.370122928915019	137895	1871000
75	495	7.458364510956708	139546	1871000
76	495	7.537733832175308	141031	1871000
77	495	7.7225547835382145	144489	1871000
78	495	7.714430785676109	144337	1871000
79	495	7.928487439871726	148342	1871000
80	495	8.04537680384821	150529	1871000
81	495	8.146392303580972	152419	1871000
82	495	8.267504008551576	154685	1871000
83	495	8.336076964190273	155968	1871000
84	495	8.480010689470872	158661	1871000
85	495	8.590700160342063	160732	1871000
86	495	8.64115446285409	161676	1871000
87	495	8.751683591662212	163744	1871000
88	495	8.958204168893639	167608	1871000
89	495	9.025761624799573	168872	1871000
90	495	9.0780331373597	169850	1871000
91	495	9.258043826830573	173218	1871000
92	495	9.37381079636558	175384	1871000
93	495	9.41721004810262	176196	1871000
94	495	9.67685729556387	181054	1871000
95	495	9.719615179048636	181854	1871000
96	495	9.87381079636558	184739	1871000
97	495	9.931854623196152	185825	1871000
98	495	10.033832175307323	187733	1871000
99	495	10.191020844468198	190674	1871000
100	495	10.358631747728488	193810	1871000
101	495	10.482362373062534	196125	1871000
102	495	10.486584714056654	196204	1871000
103	495	10.718011758417958	200534	1871000
104	495	10.682041688936398	199861	1871000
105	495	10.955745590593265	204982	1871000
106	495	11.023837520042758	206256	1871000
107	495	11.200213789417424	209556	1871000
108	495	11.244094067343667	210377	1871000
109	495	11.434366648850881	213937	1871000
110	495	11.529182255478354	215711	1871000
111	495	11.636985569214325	217728	1871000
112	495	11.699412079102084	218896	1871000
113	495	11.925334045964725	223123	1871000
114	495	11.992677712453233	224383	1871000
115	495	12.12672367717798	226891	1871000
116	495	12.27990379476216	229757	1871000
117	495	12.393853554249064	231889	1871000
118	495	12.534580438268305	234522	1871000
119	495	12.624051309460182	236196	1871000
120	495	12.741047568145376	238385	1871000
121	495	12.871512560128274	240826	1871000
122	495	12.965686798503475	242588	1871000
123	495	13.095029396044895	245008	1871000
165	495	18.627952966328166	348529	1871000
247	495	31.94735435595938	597735	1871000

