# Extinction sequence for 84 applications  and 29 platforms.
# This is the data and average for 50 different extinction sequences.
0	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84.0	29
1	80	79	84	81	80	84	83	84	79	84	81	84	84	83	84	81	83	84	83	84	83	84	84	84	84	84	84	84	77	84	82	83	80	84	83	84	84	84	84	82	84	84	81	81	84	84	84	79	82	84	82.76	28
2	80	77	84	77	72	84	79	84	79	77	80	83	84	83	83	81	83	83	83	77	83	80	84	80	77	84	80	76	77	84	82	79	77	84	83	83	77	77	84	82	84	79	81	81	84	84	81	79	79	76	80.68	27
3	76	77	84	77	69	84	70	84	76	72	77	82	84	79	83	81	82	80	78	76	80	69	76	79	71	83	79	71	76	84	82	78	69	84	82	80	66	77	84	82	84	75	78	77	80	77	81	79	74	76	78.08	26
4	75	75	84	77	69	84	70	84	75	72	77	82	84	76	83	73	82	80	78	76	80	69	76	79	71	83	71	61	76	83	77	74	68	84	82	80	66	75	84	81	81	75	77	77	79	77	80	79	74	67	76.84	25
5	75	74	84	77	65	84	67	84	75	69	71	75	83	76	82	73	78	76	76	76	80	69	76	79	68	83	71	58	76	83	77	71	68	81	82	77	66	75	80	77	81	75	77	77	68	66	80	78	71	66	75.12	24
6	75	74	84	71	65	80	66	83	75	68	70	75	82	68	79	73	78	73	76	66	80	60	73	76	68	80	71	58	75	83	75	71	62	81	82	77	66	75	79	77	81	73	77	77	62	65	79	78	68	60	73.4	23
7	66	74	76	70	65	80	66	83	74	68	70	75	81	68	75	69	67	62	63	66	76	60	73	76	63	80	59	58	74	79	74	70	61	80	82	77	66	75	76	74	73	70	73	74	62	65	75	78	68	60	70.98	22
8	66	71	72	60	65	80	65	81	71	63	70	75	81	56	74	66	57	62	49	66	76	54	62	76	62	80	48	57	68	78	61	70	60	79	79	73	66	69	65	71	72	55	69	74	62	65	73	77	68	60	67.58	21
9	66	71	72	55	62	79	65	81	71	62	70	74	81	51	74	66	57	61	49	59	76	53	59	68	62	80	48	57	68	70	61	70	60	79	75	73	66	69	65	65	72	38	69	74	62	64	70	77	68	57	66.02	20
10	66	71	67	42	62	78	58	80	61	59	70	71	81	50	72	66	54	61	49	55	76	52	58	56	61	80	48	56	68	67	60	70	60	79	75	72	66	69	64	64	72	38	69	64	62	59	70	77	67	57	64.18	19
11	52	70	67	42	50	78	53	80	56	59	68	71	80	50	71	66	41	58	48	52	76	51	57	43	56	70	47	56	67	67	54	70	60	78	64	72	66	69	64	64	72	38	69	63	52	56	70	73	66	56	61.56	18
12	51	67	67	41	50	75	53	80	56	46	68	71	73	50	71	66	41	58	48	52	75	51	56	43	55	70	47	53	54	66	54	60	60	74	63	72	65	68	63	58	68	38	69	50	51	52	70	71	66	54	59.6	17
13	47	67	67	25	45	75	52	70	56	46	68	71	72	50	68	65	41	57	45	45	72	51	55	43	55	63	47	53	53	66	51	60	47	74	60	72	54	67	60	58	56	32	69	50	46	52	67	69	66	39	56.78	16
14	47	66	64	25	44	66	50	69	56	38	67	63	64	49	63	65	40	55	43	37	71	50	45	41	52	63	47	51	53	52	51	60	34	73	60	61	49	61	59	58	56	32	68	49	46	49	67	66	66	34	53.9	15
15	44	65	64	25	44	65	50	69	49	38	54	48	60	49	63	64	40	55	43	17	71	50	45	40	52	55	47	45	40	52	51	57	34	69	60	60	48	47	59	58	55	28	53	49	46	44	67	66	66	28	50.96	14
16	43	61	63	25	44	58	50	64	49	38	38	42	57	49	63	63	37	55	34	16	62	36	44	40	52	48	47	45	40	39	51	57	34	69	60	50	35	47	51	58	44	14	53	49	45	44	66	66	65	27	47.74	13
17	43	55	59	24	43	58	46	64	49	37	37	41	47	49	60	62	34	55	34	15	62	23	44	31	52	48	43	44	40	39	46	54	30	69	60	47	34	42	51	55	44	14	52	48	44	30	66	60	52	24	45.2	12
18	28	39	46	24	31	57	46	53	43	37	30	32	44	45	60	59	33	55	34	15	50	23	44	31	52	47	42	44	40	39	32	54	16	69	55	47	34	41	51	55	40	13	42	45	44	29	66	59	51	24	41.8	11
19	23	39	46	23	30	57	46	50	40	36	30	27	44	45	50	58	18	55	33	15	44	23	44	31	39	44	41	41	35	39	32	54	10	68	55	47	34	41	51	55	39	13	42	45	40	29	66	59	51	24	40.02	10
