#srv_dead	#srv	%fail	#fail	#requests
0	841	0.0	0	2503000
5	841	0.3066719936076708	7676	2503000
10	841	0.6310827007590891	15796	2503000
15	841	0.9375149820215741	23466	2503000
20	841	1.2650019976028766	31663	2503000
25	841	1.5898122253296045	39793	2503000
30	841	1.9187774670395525	48027	2503000
35	841	2.2703555733120258	56827	2503000
40	841	2.582820615261686	64648	2503000
45	841	2.8952457051538154	72468	2503000
50	841	3.261446264482621	81634	2503000
55	841	3.5586096683979225	89072	2503000
60	841	3.9520175789053136	98919	2503000
65	841	4.2954055133839395	107514	2503000
70	841	4.622852576907711	115710	2503000
75	841	4.97550938873352	124537	2503000
80	841	5.319656412305234	133151	2503000
210	841	15.32205353575709	383511	2503000
420	841	35.733479824210946	894409	2503000

