#srv_dead	#srv	%fail	#fail	#requests
0	247	0.0	0	721000
1	247	0.08460471567267684	610	721000
2	247	0.15852981969486823	1143	721000
3	247	0.2504854368932039	1806	721000
4	247	0.338002773925104	2437	721000
5	247	0.419001386962552	3021	721000
6	247	0.4991678224687933	3599	721000
7	247	0.5687933425797503	4101	721000
8	247	0.6604715672676837	4762	721000
9	247	0.7613037447988904	5489	721000
10	247	0.8428571428571429	6077	721000
11	247	0.9432732316227462	6801	721000
12	247	1.022884882108183	7375	721000
13	247	1.1310679611650485	8155	721000
14	247	1.2061026352288489	8696	721000
15	247	1.3220527045769763	9532	721000
16	247	1.4330097087378642	10332	721000
17	247	1.4865464632454923	10718	721000
18	247	1.6098474341192788	11607	721000
19	247	1.703606102635229	12283	721000
20	247	1.829126213592233	13188	721000
21	247	1.8694868238557558	13479	721000
22	247	2.005131761442441	14457	721000
23	247	2.137586685159501	15412	721000
24	247	2.192649098474341	15809	721000
61	247	7.049791955617199	50829	721000
123	247	20.55270457697642	148185	721000

