#srv_dead	#srv	%fail	#fail	#requests
0	843	0.0	0	2574000
5	843	0.3214452214452214	8274	2574000
10	843	0.6594405594405595	16974	2574000
15	843	0.9821678321678322	25281	2574000
20	843	1.3181429681429682	33929	2574000
25	843	1.6238150738150738	41797	2574000
30	843	2.006759906759907	51654	2574000
35	843	2.3293706293706293	59958	2574000
40	843	2.6674436674436675	68660	2574000
45	843	3.0405982905982905	78265	2574000
50	843	3.3911810411810412	87289	2574000
55	843	3.7074980574980576	95431	2574000
60	843	4.048407148407148	104206	2574000
65	843	4.417288267288267	113701	2574000
70	843	4.779448329448329	123023	2574000
75	843	5.100582750582751	131289	2574000
80	843	5.462859362859363	140614	2574000
