#srv_dead	#srv	%fail	#fail	#requests
1	50	0.3827067669172932	1018	266000
2	50	0.7830827067669173	2083	266000
3	50	1.3221804511278195	3517	266000
4	50	1.8090225563909774	4812	266000
5	50	2.4018796992481204	6389	266000
6	50	3.039097744360902	8084	266000
7	50	3.6984962406015036	9838	266000
8	50	4.437593984962406	11804	266000
9	50	5.2672932330827065	14011	266000
10	50	6.108646616541353	16249	266000
11	50	7.079323308270677	18831	266000
12	50	8.093233082706767	21528	266000
16	50	12.507142857142858	33269	266000
25	50	26.366917293233083	70136	266000

