#srv_dead	#srv	%fail	#fail	#requests
0	843	0.0	0	2574000
5	843	0.2439005439005439	6278	2574000
10	843	0.4869463869463869	12534	2574000
15	843	0.7204351204351205	18544	2574000
20	843	0.9961538461538462	25641	2574000
25	843	1.22004662004662	31404	2574000
30	843	1.4646464646464648	37700	2574000
35	843	1.7502331002331002	45051	2574000
40	843	1.9947163947163946	51344	2574000
45	843	2.257070707070707	58097	2574000
50	843	2.5003108003108	64358	2574000
55	843	2.794211344211344	71923	2574000
60	843	3.060761460761461	78784	2574000
65	843	3.3097513597513597	85193	2574000
70	843	3.5779331779331778	92096	2574000
75	843	3.846775446775447	99016	2574000
80	843	4.126495726495727	106216	2574000
