#srv_dead	#srv	%fail	#fail	#requests
1	500	0.1501188589540412	3789	2524000
2	500	0.30142630744849447	7608	2524000
3	500	0.434904912836767	10977	2524000
4	500	0.6089936608557844	15371	2524000
5	500	0.7495641838351822	18919	2524000
6	500	0.8995641838351822	22705	2524000
7	500	1.0935023771790808	27600	2524000
8	500	1.243621236133122	31389	2524000
9	500	1.3946909667194929	35202	2524000
10	500	1.5239302694136292	38464	2524000
11	500	1.664540412044374	42013	2524000
12	500	1.8193343898573693	45920	2524000
13	500	2.008716323296355	50700	2524000
14	500	2.1097068145800315	53249	2524000
15	500	2.21513470681458	55910	2524000
16	500	2.425633914421553	61223	2524000
17	500	2.5681854199683043	64821	2524000
18	500	2.7479397781299526	69358	2524000
19	500	2.913351822503962	73533	2524000
20	500	3.0503961965134705	76992	2524000
21	500	3.267789223454834	82479	2524000
22	500	3.3810618066561013	85338	2524000
23	500	3.5591125198098257	89832	2524000
24	500	3.670245641838352	92637	2524000
25	500	3.84607765451664	97075	2524000
26	500	3.997543581616482	100898	2524000
27	500	4.100435816164818	103495	2524000
28	500	4.3063391442155305	108692	2524000
29	500	4.494651347068146	113445	2524000
30	500	4.717987321711569	119082	2524000
31	500	4.707052297939778	118806	2524000
32	500	4.9124801901743265	123991	2524000
33	500	5.10459587955626	128840	2524000
34	500	5.249524564183835	132498	2524000
35	500	5.478565768621237	138279	2524000
36	500	5.56810618066561	140539	2524000
37	500	5.6935023771790805	143704	2524000
38	500	5.832923930269414	147223	2524000
39	500	6.029793977812996	152192	2524000
40	500	6.171632329635499	155772	2524000
41	500	6.302218700475436	159068	2524000
42	500	6.443026941362916	162622	2524000
43	500	6.610380348652932	166846	2524000
44	500	6.856576862123613	173060	2524000
45	500	6.965887480190174	175819	2524000
46	500	7.176109350237718	181125	2524000
47	500	7.304675118858954	184370	2524000
48	500	7.470998415213946	188568	2524000
49	500	7.6986529318542	194314	2524000
50	500	7.767828843106181	196060	2524000
51	500	7.8755150554675115	198778	2524000
52	500	8.129239302694137	205182	2524000
53	500	8.310221870047544	209750	2524000
54	500	8.425633914421553	212663	2524000
55	500	8.565530903328051	216194	2524000
56	500	8.742630744849444	220664	2524000
57	500	8.947900158478605	225845	2524000
58	500	9.087599049128368	229371	2524000
59	500	9.25633914421553	233630	2524000
60	500	9.372622820919176	236565	2524000
61	500	9.593621236133123	242143	2524000
62	500	9.672741679873218	244140	2524000
63	500	10.052892234548336	253735	2524000
64	500	10.13985736925515	255930	2524000
65	500	10.224801901743264	258074	2524000
66	500	10.331180665610143	260759	2524000
67	500	10.613549920760697	267886	2524000
68	500	10.728129952456419	270778	2524000
69	500	10.85986529318542	274103	2524000
70	500	10.98122028526149	277166	2524000
71	500	11.208914421553091	282913	2524000
72	500	11.222345483359746	283252	2524000
73	500	11.49675118858954	290178	2524000
74	500	11.624683042789224	293407	2524000
75	500	11.818938193343898	298310	2524000
76	500	11.87892234548336	299824	2524000
77	500	12.110697305863708	305674	2524000
78	500	12.42349445324881	313569	2524000
79	500	12.55190174326466	316810	2524000
80	500	12.777931854199682	322515	2524000
81	500	12.771949286846276	322364	2524000
82	500	12.939421553090332	326591	2524000
83	500	13.154437400950872	332018	2524000
84	500	13.32393026941363	336296	2524000
85	500	13.534706814580032	341616	2524000
86	500	13.60526941362916	343397	2524000
87	500	13.932923930269414	351667	2524000
88	500	14.012321711568939	353671	2524000
89	500	14.132210776545167	356697	2524000
90	500	14.27824881141046	360383	2524000
91	500	14.515570522979397	366373	2524000
92	500	14.75863708399366	372508	2524000
93	500	14.770245641838352	372801	2524000
94	500	15.009984152139461	378852	2524000
95	500	15.26228209191759	385220	2524000
96	500	15.403763866877972	388791	2524000
97	500	15.427456418383517	389389	2524000
98	500	15.630507131537243	394514	2524000
99	500	15.863946117274168	400406	2524000
100	500	16.11434231378764	406726	2524000
101	500	16.195641838351822	408778	2524000
102	500	16.355229793977813	412806	2524000
103	500	16.530903328050712	417240	2524000
104	500	16.71608557844691	421914	2524000
105	500	16.8729793977813	425874	2524000
106	500	17.03553882725832	429977	2524000
107	500	17.290966719492868	436424	2524000
108	500	17.38799524564184	438873	2524000
109	500	17.62282091917591	444800	2524000
110	500	17.8371236133122	450209	2524000
111	500	17.95206022187005	453110	2524000
112	500	18.051505546751187	455620	2524000
113	500	18.194175911251982	459221	2524000
114	500	18.455348652931853	465813	2524000
115	500	18.601584786053884	469504	2524000
116	500	18.688629160063392	471701	2524000
117	500	18.997345483359748	479493	2524000
118	500	19.1290412044374	482817	2524000
119	500	19.196236133122028	484513	2524000
120	500	19.450356576862124	490927	2524000
121	500	19.650237717908084	495972	2524000
122	500	19.853367670364502	501099	2524000
123	500	19.945364500792394	503421	2524000
124	500	20.151386687797146	508621	2524000
125	500	20.314104595879556	512728	2524000
166	500	27.68553882725832	698783	2524000
250	500	43.571038034865296	1099733	2524000

