# Extinction sequence for 120 applications  and 47 platforms.
# This is the data and average for 250 different extinction sequences.
0	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120.0	47
1	120	120	119	120	118	115	120	120	118	120	119	120	117	120	120	120	116	117	120	112	120	120	120	120	120	120	119	119	120	120	120	116	120	116	120	120	120	120	119	119	120	120	120	120	119	120	119	120	115	119	116	120	120	119	120	112	120	119	120	120	120	120	120	120	115	117	120	120	117	120	114	117	120	116	120	115	120	119	117	113	115	120	119	116	116	113	120	112	120	120	116	120	120	120	120	119	120	120	115	114	120	112	117	120	117	120	117	117	120	120	120	115	120	120	112	120	119	120	120	120	119	118	117	115	120	120	115	118	118	120	120	117	120	120	120	114	120	120	115	117	120	114	120	119	115	117	117	120	120	120	115	120	114	120	119	114	113	120	115	120	120	118	112	120	117	114	119	120	120	116	120	113	120	119	120	117	120	120	120	120	115	120	120	114	116	120	120	120	120	120	120	120	112	119	115	120	120	120	120	120	114	119	115	114	119	120	120	120	115	117	115	120	120	120	120	115	120	117	117	117	120	120	117	120	120	120	117	120	120	118	113	120	120	120	120	120	120	120	120	120	120	119	120	119	120	120	120	116	118	117	118.388	46
2	120	119	114	120	118	115	120	120	118	113	119	115	115	114	118	120	116	117	120	112	120	120	120	118	119	117	119	119	120	120	119	116	120	116	120	120	119	117	111	119	115	115	120	117	113	113	119	115	112	118	115	120	120	119	116	108	120	117	119	119	120	116	120	115	115	117	120	120	117	113	112	117	120	116	120	115	120	112	117	113	115	120	119	116	116	113	120	112	120	118	116	120	119	120	120	117	120	120	115	113	116	112	117	120	117	115	114	117	119	120	118	115	119	118	107	119	119	117	120	119	119	117	112	113	112	120	111	118	118	117	119	117	118	115	120	111	120	117	112	116	114	112	120	119	112	117	113	115	120	119	111	120	107	119	119	111	113	115	114	119	113	114	106	120	116	114	119	120	120	116	120	113	120	116	120	117	120	115	112	120	113	117	115	114	116	119	120	120	115	112	115	120	112	119	115	120	118	120	117	117	113	116	115	114	114	120	117	119	106	116	115	117	115	118	120	115	117	116	112	117	120	115	117	115	118	112	117	120	115	115	113	120	120	120	120	116	120	120	120	120	116	114	114	113	120	120	120	116	118	117	116.772	45
3	120	119	114	120	117	115	120	115	118	113	111	115	111	114	112	120	115	116	114	109	120	119	116	118	119	117	114	114	120	120	119	109	115	116	119	120	119	110	107	119	115	115	116	112	113	112	119	107	112	111	115	116	120	116	116	107	117	116	112	117	116	116	117	115	112	111	120	118	115	113	112	116	113	116	120	112	115	112	110	113	115	114	119	116	111	113	112	111	120	118	116	117	115	113	117	117	120	120	111	112	116	107	117	114	111	115	114	117	119	119	114	115	115	118	103	118	114	117	120	119	119	117	112	113	112	120	111	118	113	117	118	117	117	115	120	101	120	111	105	116	114	104	119	119	111	111	112	115	120	119	106	120	106	118	119	111	113	114	112	114	110	111	106	119	116	113	119	120	115	115	115	105	117	116	115	111	120	115	108	118	113	114	115	113	113	118	116	115	115	109	115	118	105	114	110	120	118	120	117	117	113	115	111	114	114	120	116	116	106	109	115	117	115	118	120	112	111	112	112	114	115	111	111	115	118	112	117	120	111	115	113	120	120	114	119	116	120	120	120	115	116	109	114	113	115	115	117	115	117	117	114.884	44
4	117	119	114	120	114	114	119	115	118	112	111	111	110	114	112	119	115	108	112	109	116	117	116	113	114	116	113	114	120	119	119	109	115	116	114	120	114	110	106	119	115	115	116	112	113	112	113	107	108	111	115	115	120	111	110	107	112	115	112	117	113	114	116	114	111	111	116	118	115	113	108	112	113	116	117	112	107	111	110	113	114	114	119	116	103	109	109	111	115	113	116	117	112	107	115	110	120	113	106	112	116	100	117	112	110	111	114	115	111	113	113	111	114	118	103	118	114	112	117	119	113	117	111	113	112	119	111	114	113	117	118	116	117	115	120	100	117	111	104	116	110	104	114	115	111	111	112	109	115	119	101	120	106	114	115	111	107	114	112	114	110	111	106	119	116	113	119	118	115	114	111	105	114	111	115	111	115	115	107	118	113	114	107	109	110	118	116	114	109	102	113	118	100	114	109	120	112	120	117	116	108	110	105	109	114	120	110	111	106	109	115	117	115	118	115	112	106	112	111	109	115	111	111	110	118	112	117	114	110	112	113	120	120	109	118	113	115	115	119	108	116	108	114	107	115	115	117	110	116	114	113.096	43
5	112	115	109	119	113	114	113	115	118	106	110	108	110	109	109	112	115	108	112	109	111	114	114	113	107	116	113	114	120	114	119	104	113	116	112	117	114	110	106	119	114	112	108	112	110	112	112	107	98	108	115	112	120	110	110	99	109	107	112	117	113	114	110	114	109	111	116	111	114	106	108	112	111	116	117	107	107	106	104	113	110	105	114	113	98	109	109	111	115	113	108	116	111	107	115	105	117	112	106	106	116	100	114	112	105	111	110	111	111	113	113	105	109	118	103	113	109	112	114	114	113	116	111	113	111	112	111	106	108	117	118	112	117	113	120	96	108	111	100	116	110	104	114	110	105	111	112	109	114	119	100	115	101	109	111	105	102	113	111	108	110	111	102	118	115	113	119	113	115	114	110	105	113	104	114	111	110	111	107	118	112	107	104	109	109	113	113	114	109	97	109	118	95	113	109	117	112	117	117	115	101	107	105	109	114	120	107	111	106	109	111	117	114	117	115	112	106	107	111	109	115	111	111	110	118	112	116	111	110	111	113	117	119	109	114	112	115	108	119	108	116	108	114	105	114	115	117	107	116	113	111.136	42
6	112	115	100	119	113	114	107	115	117	106	104	108	109	109	103	111	115	103	112	109	111	110	114	112	107	116	108	114	120	114	119	104	109	116	112	116	108	110	106	113	114	112	102	112	110	112	109	107	97	99	115	110	119	104	110	96	109	106	112	117	107	114	109	107	109	111	114	111	113	100	108	112	111	116	114	104	103	106	96	113	110	105	114	108	98	105	109	109	115	113	108	116	111	106	115	104	116	111	105	106	116	100	114	108	100	110	110	110	111	112	107	98	108	117	100	113	109	105	109	113	111	116	111	113	104	112	111	106	103	115	118	104	116	109	114	96	105	107	100	111	110	104	107	110	105	109	107	108	114	115	99	115	98	109	111	105	102	107	106	108	107	111	97	118	115	113	119	113	115	114	110	102	113	104	111	111	108	110	107	118	109	107	104	109	103	113	113	114	102	90	109	112	89	107	106	116	112	108	117	115	101	107	97	109	114	119	105	110	102	109	108	117	111	116	115	112	105	107	110	106	109	111	107	106	118	112	116	105	110	110	112	116	114	103	109	112	111	105	119	107	116	105	109	105	114	115	110	107	110	108	109.348	41
7	112	115	100	119	113	106	104	114	117	106	104	108	109	103	103	111	113	97	106	109	106	105	108	111	102	110	108	114	120	113	119	104	109	113	111	115	108	110	106	113	114	111	97	111	110	110	102	107	97	99	115	110	115	104	109	95	109	106	106	112	106	113	104	107	108	111	114	110	113	94	108	109	111	109	108	104	103	99	95	110	110	105	106	108	96	105	109	109	114	112	108	116	111	106	105	104	116	111	105	103	116	98	114	108	99	104	104	104	111	112	107	98	108	112	100	113	109	104	102	113	111	116	111	109	104	112	111	103	94	114	118	103	116	109	114	95	100	102	100	107	102	101	107	110	99	103	101	105	114	109	98	115	95	104	108	103	99	107	106	104	107	111	94	118	115	109	114	110	112	114	110	102	113	104	104	111	108	110	101	114	103	104	104	102	96	113	112	114	95	87	109	112	89	107	106	115	109	105	117	108	101	107	92	106	114	119	103	110	102	104	108	117	103	116	115	112	101	107	107	106	109	106	107	105	114	111	113	105	105	110	112	116	109	102	103	112	111	97	114	107	110	100	105	102	114	110	107	107	108	107	107.436	40
8	107	112	94	119	106	103	100	114	111	106	104	108	109	102	103	105	113	97	106	104	105	100	107	108	99	108	108	114	120	108	117	102	108	107	111	115	108	103	100	113	108	111	92	108	110	110	99	107	97	95	115	110	115	103	106	95	109	106	106	112	101	113	102	107	108	111	109	107	108	86	103	109	111	109	103	104	103	99	95	102	105	102	106	102	96	105	109	109	114	112	107	113	103	101	105	100	110	110	105	103	111	96	109	108	99	104	104	104	110	104	106	98	108	112	100	113	108	99	102	113	106	116	111	109	98	109	103	98	94	113	115	103	116	100	114	94	100	99	97	107	102	101	107	109	97	102	97	96	113	108	98	115	90	104	108	97	99	104	106	101	107	111	94	113	111	109	114	110	111	114	105	102	113	104	104	110	108	110	101	114	103	97	100	102	96	110	105	114	92	87	109	112	88	107	98	115	108	105	112	108	101	107	91	103	114	119	102	105	97	101	108	114	103	108	115	104	100	107	106	98	109	105	107	105	108	111	107	102	105	109	112	113	109	99	99	111	110	96	114	107	110	100	99	97	106	107	101	102	108	107	105.52	39
9	107	112	89	114	106	102	100	114	109	106	104	108	109	102	102	104	113	97	101	104	104	100	102	107	99	102	108	114	117	107	111	102	108	98	104	114	105	103	94	111	104	104	90	99	108	110	98	107	97	95	115	105	110	99	106	95	102	104	106	112	101	113	102	106	105	111	109	107	104	86	100	109	111	100	95	104	103	92	90	99	105	101	106	96	93	99	109	109	112	112	103	113	100	100	105	100	110	110	105	96	111	96	109	103	95	103	100	98	110	104	106	98	100	108	100	107	100	98	92	109	99	113	111	109	92	107	103	93	88	113	115	103	112	99	110	94	100	94	92	106	95	100	100	104	97	102	92	96	113	105	98	110	86	103	108	91	99	104	106	100	107	108	94	113	110	109	111	102	111	106	105	102	104	104	104	110	104	110	98	113	103	97	99	102	91	110	100	114	91	87	105	112	84	107	98	115	108	98	112	105	101	106	88	103	114	119	99	105	97	101	108	114	103	108	112	104	96	107	106	93	107	105	107	105	108	111	105	100	105	103	111	108	107	94	99	111	106	90	107	107	110	100	99	97	106	107	101	102	108	107	103.596	38
10	106	112	89	111	101	102	100	113	103	105	104	107	109	97	102	100	113	92	101	99	102	96	100	107	99	102	108	113	112	104	111	101	101	94	104	114	101	103	94	110	104	101	90	99	103	110	98	103	97	95	110	105	106	96	106	92	102	104	102	111	101	113	96	106	99	107	109	107	100	86	98	103	111	94	88	104	103	86	90	99	102	100	99	96	93	99	106	109	111	109	102	113	94	100	101	92	107	109	100	88	110	96	109	103	95	103	99	98	110	99	106	97	100	108	100	102	96	89	92	104	94	112	105	109	92	107	103	89	79	113	109	103	109	91	109	94	100	93	92	101	95	100	94	101	97	102	92	92	110	105	98	109	85	103	101	90	98	104	102	100	107	107	85	106	110	109	107	98	111	106	102	95	103	104	103	108	103	110	98	108	103	97	99	102	91	110	99	107	89	87	105	112	84	102	95	115	108	93	108	100	99	106	88	102	112	114	99	105	97	101	103	114	101	108	111	99	96	107	103	93	107	105	107	105	106	111	105	100	105	103	111	108	107	94	98	111	103	87	107	103	107	100	99	97	101	104	101	102	108	107	101.828	37
11	98	112	89	111	96	102	100	109	103	105	97	107	108	97	102	100	112	90	96	95	99	91	100	107	96	102	108	106	112	104	111	98	100	94	98	114	95	102	94	109	100	101	90	99	94	110	98	99	97	95	107	101	106	96	106	92	102	102	102	111	100	113	96	106	98	107	109	107	94	81	91	102	108	88	88	104	103	86	85	99	101	100	95	92	93	96	106	103	105	109	99	113	94	100	98	92	107	108	94	88	110	96	102	103	95	103	99	95	107	99	106	90	100	104	100	94	96	89	91	101	94	112	105	108	92	103	103	84	73	113	109	98	109	91	106	88	100	93	92	99	95	94	94	101	92	101	91	85	110	102	91	108	85	101	101	81	98	104	102	100	101	107	80	102	104	106	107	98	111	106	102	94	103	99	100	101	103	107	92	108	100	87	95	101	88	110	90	104	89	86	105	112	84	94	94	112	108	92	108	95	98	105	85	96	112	114	98	104	96	101	103	114	94	107	111	96	92	107	103	93	106	103	107	105	104	111	104	100	104	103	108	108	106	94	98	111	103	87	107	103	107	100	95	97	101	103	101	101	108	101	100.092	36
12	97	106	88	105	95	98	97	109	103	105	97	107	102	96	102	100	112	81	90	88	99	91	100	102	96	102	106	106	107	101	110	98	94	91	97	113	94	102	89	107	100	99	90	98	94	107	98	99	93	95	107	94	106	88	106	92	102	94	101	105	100	113	92	106	98	104	108	107	94	81	87	96	108	86	88	103	100	86	85	99	100	100	94	92	93	96	100	103	105	109	99	113	94	98	95	88	107	108	90	88	108	93	102	100	95	93	98	95	107	94	104	90	99	104	100	85	92	89	90	101	85	112	104	107	86	102	95	84	65	113	109	97	109	83	106	88	95	93	91	93	95	86	89	99	92	96	90	83	110	102	91	108	85	101	101	73	98	104	102	100	97	106	79	99	104	106	107	98	106	100	102	91	103	94	100	100	103	106	84	104	100	83	95	99	80	109	90	104	84	86	105	106	84	94	94	112	106	92	108	95	98	102	85	96	111	114	91	104	96	100	103	111	93	107	111	96	92	107	97	92	106	102	107	104	101	111	104	100	104	103	108	103	106	94	98	103	103	87	107	99	107	98	88	97	101	103	95	95	103	99	98.328	35
13	97	100	87	104	94	94	90	109	103	105	97	98	102	96	97	99	112	80	90	84	94	91	100	102	88	102	106	103	106	98	105	97	94	91	90	106	94	102	89	103	100	93	82	98	91	103	93	99	93	95	107	94	106	88	106	92	101	88	101	105	100	112	92	105	98	104	108	107	93	80	87	96	107	86	88	103	97	80	85	93	94	100	94	92	93	93	93	99	102	109	99	113	86	98	88	88	107	108	90	88	102	92	102	100	95	90	98	95	102	88	100	90	99	104	100	80	92	87	90	101	84	107	99	106	85	94	94	84	64	112	103	97	109	82	106	87	95	87	89	87	95	86	89	99	92	91	82	80	110	97	90	108	85	101	100	68	97	98	102	100	96	98	74	99	104	106	102	97	106	95	102	91	100	94	100	98	100	101	84	104	100	83	95	92	80	109	90	100	84	82	102	106	84	92	86	109	101	85	108	95	95	102	85	96	111	114	91	101	96	99	103	107	92	103	108	96	89	106	97	92	102	96	106	104	101	111	94	100	104	103	102	103	106	88	98	97	103	87	107	92	97	98	88	97	101	102	95	95	103	95	96.516	34
14	97	94	87	104	94	94	90	109	97	105	97	89	102	89	97	99	112	80	88	84	94	91	99	102	84	98	105	103	101	98	105	97	91	91	87	106	86	102	88	97	95	88	82	97	91	103	93	99	93	94	105	94	106	85	104	86	101	83	101	95	100	112	86	101	96	99	108	107	93	80	87	96	107	80	81	96	97	76	82	93	94	94	94	86	93	93	89	99	97	109	93	108	86	97	88	80	107	108	90	79	98	87	95	100	95	89	92	95	102	88	100	90	99	99	99	80	84	84	90	100	84	104	98	106	79	91	91	84	64	105	103	97	108	78	99	85	87	87	89	80	95	86	89	99	91	82	82	80	105	97	90	103	85	101	100	67	97	92	98	100	92	98	73	98	103	101	102	92	106	95	96	91	99	91	92	92	99	101	84	99	99	83	95	92	72	104	90	100	75	82	102	105	84	86	83	104	101	85	107	95	95	94	85	91	111	114	82	97	92	99	103	107	86	103	108	90	88	106	97	92	96	87	106	104	101	111	91	100	98	103	96	96	106	83	98	97	103	83	107	92	91	98	79	92	101	98	94	95	103	95	94.42	33
15	93	93	83	102	89	94	90	109	94	102	93	88	101	83	97	98	111	72	88	84	87	80	99	102	84	98	105	102	101	93	105	97	84	90	87	106	82	102	88	89	95	84	82	97	88	100	93	99	92	86	105	93	105	85	104	86	100	76	97	90	98	112	86	101	96	98	101	106	93	80	87	91	106	80	81	96	91	76	82	89	94	87	94	86	93	92	88	98	97	105	93	108	86	97	88	74	106	101	82	74	95	80	88	91	93	85	92	95	102	88	100	90	99	98	99	80	84	83	90	95	84	97	98	102	79	91	83	84	63	104	103	96	100	78	96	84	87	80	89	80	88	86	82	98	82	74	82	74	98	97	90	103	85	101	100	67	91	92	98	100	87	97	70	98	103	100	97	92	101	95	96	91	92	87	92	92	99	94	81	99	95	78	95	91	72	101	83	100	70	82	102	100	84	78	78	104	101	84	106	95	95	93	84	91	110	110	82	91	91	99	103	107	86	99	107	81	88	100	97	92	95	87	100	104	101	106	85	99	98	99	93	96	96	79	98	94	101	83	105	90	90	93	79	92	95	91	86	86	103	95	92.3	32
16	93	87	83	98	89	94	90	109	93	102	90	86	95	80	94	98	105	72	78	76	87	80	93	93	83	90	105	102	94	91	105	97	84	85	83	106	72	102	81	89	95	84	82	96	80	99	93	98	85	85	104	93	99	85	102	85	100	76	91	90	92	109	82	101	96	97	96	97	93	80	87	91	106	80	77	96	91	76	78	89	94	81	94	85	93	92	88	95	97	105	92	103	85	88	87	74	106	101	82	68	91	79	84	91	92	83	85	95	102	83	100	90	99	97	99	80	84	75	87	88	84	91	89	96	79	80	83	84	63	104	99	96	100	77	93	80	84	80	81	80	88	86	79	90	82	73	82	74	98	94	90	103	85	96	92	66	83	92	92	98	87	97	69	88	96	96	91	92	101	95	96	87	92	86	89	92	94	92	81	95	95	78	89	87	70	101	79	94	70	82	102	94	79	74	78	104	98	84	106	95	91	93	83	91	110	105	82	91	91	94	100	107	86	99	107	81	88	100	93	92	95	87	95	104	101	98	80	98	98	99	92	96	93	79	93	94	101	83	102	90	89	92	79	84	94	91	86	80	102	86	90.2	31
17	86	76	83	95	89	86	90	104	87	97	85	86	90	80	94	98	104	68	72	69	77	80	89	87	83	90	103	98	89	91	104	92	84	76	83	106	72	101	80	89	95	78	81	90	74	99	93	98	85	84	104	93	91	77	101	85	100	72	88	89	92	109	82	101	96	88	96	91	92	80	86	91	106	79	75	96	85	70	78	89	94	81	92	85	92	85	81	91	89	101	92	97	85	87	87	68	102	101	82	68	91	76	83	91	92	83	85	95	102	83	93	90	94	96	91	80	81	70	87	88	80	85	89	87	79	80	83	84	63	98	99	96	93	77	93	74	84	80	81	80	82	86	74	90	76	69	80	74	91	94	90	103	84	96	92	66	83	88	92	98	87	97	62	87	90	95	91	92	101	91	88	87	86	86	81	91	94	89	81	88	95	78	81	87	66	100	79	91	70	75	102	91	77	73	78	96	91	84	101	95	83	89	82	90	110	105	74	82	85	87	93	107	81	99	104	81	84	100	90	92	95	78	92	104	101	94	80	91	91	90	92	88	93	77	93	93	94	78	101	90	89	91	78	84	94	91	86	73	102	77	87.792	30
18	86	76	83	92	89	81	90	104	84	97	84	85	82	75	94	91	97	68	72	69	77	80	83	87	72	89	103	98	79	91	104	92	74	76	83	102	70	94	80	89	94	78	81	90	72	99	93	98	85	81	100	93	91	77	96	81	100	67	81	84	92	109	69	101	95	87	96	91	92	80	86	88	96	79	75	90	84	70	78	89	94	81	92	84	92	85	81	91	88	96	92	89	85	87	86	68	101	96	82	60	85	67	83	90	92	75	85	94	102	79	86	87	88	89	91	73	80	69	87	88	72	84	88	79	79	80	76	79	63	95	99	92	84	77	93	66	84	80	75	80	82	85	74	90	76	69	80	73	91	94	84	103	84	96	89	60	82	81	92	98	77	90	52	86	90	90	90	85	92	84	78	86	79	83	81	91	85	88	81	82	89	76	72	81	66	93	73	84	66	75	102	89	77	72	70	93	90	80	100	95	83	80	82	90	103	100	74	77	78	79	88	101	79	99	99	81	84	96	90	91	90	78	89	97	99	94	77	91	81	83	92	88	87	77	93	87	89	73	100	90	89	89	74	84	94	91	86	73	95	77	85.248	29
19	85	75	83	92	89	81	90	104	84	96	84	81	76	69	89	91	89	68	72	69	68	79	83	87	72	88	102	98	75	91	104	87	74	76	77	102	67	94	74	89	94	78	80	90	72	96	92	98	85	81	100	92	91	76	89	75	100	67	70	84	89	109	64	101	95	85	96	91	81	80	86	83	96	75	75	90	80	70	77	85	94	76	92	83	92	85	81	89	84	93	92	88	81	84	77	68	101	93	73	60	85	67	82	90	92	75	84	87	94	79	81	82	88	81	85	67	80	64	87	87	72	84	88	74	76	74	76	79	63	95	98	88	84	77	93	63	84	80	75	70	82	84	73	82	72	69	70	72	89	84	84	102	74	96	89	60	76	81	81	97	77	90	52	86	90	87	88	85	92	77	70	86	76	74	81	90	78	88	81	82	82	71	72	81	66	89	72	83	66	75	93	83	71	70	70	87	86	77	100	95	80	70	71	83	93	100	74	77	74	74	77	101	79	99	99	81	82	96	88	91	82	72	82	97	99	93	77	91	81	81	87	88	87	77	88	80	83	73	99	90	85	89	74	84	94	90	86	73	95	70	83.04	28
20	85	73	78	91	89	81	90	103	84	95	84	72	76	69	89	88	89	67	62	68	62	79	75	87	72	88	102	98	75	83	104	86	74	67	77	99	67	94	71	89	94	78	80	86	65	96	92	97	84	81	100	92	83	69	89	68	94	67	70	78	89	100	64	95	95	78	95	87	79	80	80	79	96	71	69	89	80	70	77	85	94	76	92	75	83	85	79	81	84	93	89	81	74	76	77	63	100	93	68	60	84	61	78	90	92	75	84	84	89	75	80	82	82	81	76	67	73	64	86	87	72	83	88	74	76	73	68	79	63	91	91	81	80	77	93	62	76	76	75	70	81	84	67	77	72	62	59	72	89	77	78	96	74	96	89	53	70	80	73	97	70	87	52	80	80	83	88	85	91	77	70	86	76	74	81	84	78	88	81	82	70	71	72	76	66	89	72	83	66	64	86	83	71	70	69	86	86	76	94	94	80	70	70	73	93	100	73	77	74	74	77	101	79	99	99	80	81	93	88	83	82	70	82	93	99	90	77	88	80	81	82	88	87	77	88	79	83	73	99	84	77	84	74	84	94	90	79	70	89	70	80.816	27
21	83	73	78	91	88	81	90	103	84	94	84	71	76	68	89	88	89	64	54	61	55	74	75	87	68	88	101	98	63	77	95	84	68	58	68	94	67	94	71	84	90	78	78	85	65	95	84	96	84	75	100	92	83	69	89	68	93	67	70	78	88	99	64	90	95	78	88	81	79	80	72	75	93	71	69	89	80	70	77	84	93	76	87	74	82	81	78	81	84	85	83	81	74	71	71	63	100	88	68	55	78	54	78	90	85	75	84	84	89	75	80	82	75	81	68	67	73	64	86	79	63	82	88	65	69	72	68	73	63	86	81	81	79	77	90	62	73	76	72	66	78	84	67	77	72	62	59	72	89	77	75	88	69	96	88	48	70	78	73	97	70	87	52	80	71	81	87	85	86	77	61	80	70	67	72	84	78	88	75	82	70	71	72	76	66	89	72	83	59	58	86	79	63	70	69	86	86	76	93	94	80	63	66	73	87	100	67	69	67	70	77	95	79	99	99	76	77	93	80	76	74	65	82	86	99	85	69	88	75	81	76	88	83	77	82	79	76	73	99	83	77	84	66	77	87	85	79	69	85	64	78.412	26
22	83	67	73	91	79	81	84	99	80	92	84	66	69	68	89	83	80	64	54	61	55	66	75	87	62	88	101	98	59	66	90	84	68	58	63	94	61	86	67	78	90	75	78	85	56	95	84	91	84	75	95	92	73	69	89	68	93	67	70	73	80	99	59	90	88	78	79	80	72	78	71	75	85	66	63	89	70	69	76	84	93	74	87	74	82	80	76	78	76	84	75	80	74	71	70	63	92	88	68	55	71	47	78	90	77	74	81	73	89	74	80	76	75	72	67	57	73	64	78	79	63	77	82	59	69	72	67	73	62	86	75	81	72	77	90	61	73	76	72	66	71	82	67	77	72	60	55	71	89	73	73	84	69	85	81	48	64	77	73	97	70	87	51	80	66	81	87	85	82	77	55	73	70	59	67	79	72	78	75	74	70	71	66	76	66	89	72	83	59	50	86	79	58	70	69	78	86	69	93	86	73	63	56	73	87	99	67	68	67	70	71	95	79	99	98	69	69	93	80	76	74	64	81	86	99	79	60	88	72	76	76	79	83	77	82	79	76	73	96	72	70	79	66	69	86	81	78	62	85	64	75.8	25
23	79	66	73	80	69	81	83	98	79	87	83	66	69	64	83	82	80	64	51	58	55	61	75	86	62	88	93	98	59	58	85	79	67	51	63	94	61	86	67	75	85	75	74	79	56	95	84	88	84	68	95	84	72	69	89	61	93	66	66	73	80	99	59	90	88	78	78	80	64	73	71	74	81	66	63	89	66	65	76	78	93	74	87	66	78	80	76	78	76	84	75	76	74	63	64	63	91	84	62	55	66	47	67	90	77	69	74	73	86	74	74	72	75	72	58	57	72	64	72	72	63	67	82	59	69	72	62	71	62	86	75	81	72	77	89	61	73	67	62	65	71	82	67	72	72	60	55	63	81	72	73	80	65	85	81	48	59	77	65	88	69	86	44	80	66	77	87	85	77	77	49	73	70	59	67	79	67	77	68	71	60	68	66	76	66	89	72	83	59	50	84	73	58	64	62	78	80	68	92	85	73	63	56	70	86	95	61	68	67	70	71	95	72	92	97	63	69	93	80	76	74	64	81	84	99	79	60	88	71	76	68	79	82	70	82	79	64	71	86	68	70	70	60	64	86	80	73	62	85	58	73.536	24
