#srv_dead	#srv	%fail	#fail	#requests
0	247	0.0	0	721000
1	247	0.0782246879334258	564	721000
2	247	0.16255201109570042	1172	721000
3	247	0.23536754507628294	1697	721000
4	247	0.34479889042995837	2486	721000
5	247	0.4097087378640777	2954	721000
6	247	0.4912621359223301	3542	721000
7	247	0.5993065187239944	4321	721000
8	247	0.6701803051317614	4832	721000
9	247	0.773370319001387	5576	721000
10	247	0.8507628294036061	6134	721000
11	247	0.9445214979195562	6810	721000
12	247	1.0608876560332872	7649	721000
13	247	1.1482662968099862	8279	721000
14	247	1.2801664355062414	9230	721000
15	247	1.3626907073509016	9825	721000
16	247	1.460887656033287	10533	721000
17	247	1.5319001386962552	11045	721000
18	247	1.6153952843273232	11647	721000
19	247	1.7545076282940362	12650	721000
20	247	1.853120665742025	13361	721000
21	247	1.951733703190014	14072	721000
22	247	2.066990291262136	14903	721000
23	247	2.131761442441054	15370	721000
24	247	2.238141470180305	16137	721000
61	247	7.199167822468794	51906	721000
123	247	21.084327323162274	152018	721000

