#srv_dead	#srv	%fail	#fail	#requests
0	247	0.0	0	721000
1	247	0.16255201109570042	1172	721000
2	247	0.31511789181692096	2272	721000
3	247	0.45575589459084603	3286	721000
4	247	0.5951456310679611	4291	721000
5	247	0.7520110957004161	5422	721000
6	247	0.9239944521497919	6662	721000
7	247	1.044521497919556	7531	721000
8	247	1.2320388349514564	8883	721000
9	247	1.3672676837725382	9858	721000
10	247	1.5264909847434118	11006	721000
11	247	1.7098474341192789	12328	721000
12	247	1.8868238557558945	13604	721000
13	247	2.0672676837725383	14905	721000
14	247	2.1855755894590847	15758	721000
15	247	2.3131761442441054	16678	721000
16	247	2.578502080443828	18591	721000
17	247	2.6837725381414703	19350	721000
18	247	2.939667128987517	21195	721000
19	247	3.0564493758668516	22037	721000
20	247	3.2203883495145633	23219	721000
21	247	3.3434119278779475	24106	721000
22	247	3.5768377253814148	25789	721000
23	247	3.790984743411928	27333	721000
24	247	3.939389736477115	28403	721000
61	247	11.4375866851595	82465	721000
123	247	29.130235783633843	210029	721000

