#srv_dead	#srv	%fail	#fail	#requests
0	247	0.0	0	721000
1	247	0.15769764216366158	1137	721000
2	247	0.327877947295423	2364	721000
3	247	0.46851595006934815	3378	721000
4	247	0.6552011095700416	4724	721000
5	247	0.7710124826629681	5559	721000
6	247	1.00374479889043	7237	721000
7	247	1.1152565880721221	8041	721000
8	247	1.2941747572815534	9331	721000
9	247	1.5081830790568655	10874	721000
10	247	1.5807212205270458	11397	721000
11	247	1.7611650485436894	12698	721000
12	247	1.9564493758668515	14106	721000
13	247	2.1163661581137307	15259	721000
14	247	2.322884882108183	16748	721000
15	247	2.4701803051317612	17810	721000
16	247	2.640221914008322	19036	721000
17	247	2.855755894590846	20590	721000
18	247	3.0703190013869626	22137	721000
19	247	3.155755894590846	22753	721000
20	247	3.2952843273231625	23759	721000
21	247	3.5257975034674063	25421	721000
22	247	3.8002773925104023	27400	721000
23	247	3.923023578363384	28285	721000
24	247	4.131067961165049	29785	721000
61	247	11.771844660194175	84875	721000
123	247	29.91608876560333	215695	721000

