#srv_dead	#srv	%fail	#fail	#requests
0	247	0.0	0	721000
1	247	0.1650485436893204	1190	721000
2	247	0.34618585298196947	2496	721000
3	247	0.49625520110957005	3578	721000
4	247	0.6346740638002774	4576	721000
5	247	0.8170596393897365	5891	721000
6	247	1.0040221914008323	7239	721000
7	247	1.1478502080443829	8276	721000
8	247	1.3173370319001387	9498	721000
9	247	1.5262135922330098	11004	721000
10	247	1.6828016643550625	12133	721000
11	247	1.8510402219140083	13346	721000
12	247	2.015533980582524	14532	721000
13	247	2.167128987517337	15625	721000
14	247	2.3871012482662968	17211	721000
15	247	2.5511789181692093	18394	721000
16	247	2.7213592233009707	19621	721000
17	247	2.8979195561719835	20894	721000
18	247	3.085991678224688	22250	721000
19	247	3.238141470180305	23347	721000
20	247	3.4923717059639388	25180	721000
21	247	3.6170596393897365	26079	721000
22	247	3.878363384188627	27963	721000
23	247	4.031345353675451	29066	721000
24	247	4.129126213592233	29771	721000
61	247	11.953398058252427	86184	721000
123	247	30.173370319001386	217550	721000

