#srv_dead	#srv	%fail	#fail	#requests
0	247	0.0	0	721000
1	247	0.07586685159500693	547	721000
2	247	0.1520110957004161	1096	721000
3	247	0.2446601941747573	1764	721000
4	247	0.3070735090152566	2214	721000
5	247	0.4145631067961165	2989	721000
6	247	0.4994452149791956	3601	721000
7	247	0.5754507628294037	4149	721000
8	247	0.6675450762829404	4813	721000
9	247	0.7450762829403607	5372	721000
10	247	0.8532593619972261	6152	721000
11	247	0.9350901525658807	6742	721000
12	247	1.0296809986130375	7424	721000
13	247	1.1382801664355062	8207	721000
14	247	1.20499306518724	8688	721000
15	247	1.2697642163661582	9155	721000
16	247	1.440360610263523	10385	721000
17	247	1.4944521497919556	10775	721000
18	247	1.5456310679611651	11144	721000
19	247	1.6692094313453536	12035	721000
20	247	1.7533980582524271	12642	721000
21	247	1.886130374479889	13599	721000
22	247	2.032871012482663	14657	721000
23	247	2.1128987517337032	15234	721000
24	247	2.203883495145631	15890	721000
61	247	7.086130374479889	51091	721000
123	247	20.641886269070735	148828	721000

