#srv_dead	#srv	%fail	#fail	#requests
0	247	0.0	0	721000
1	247	0.15187239944521497	1095	721000
2	247	0.3273231622746186	2360	721000
3	247	0.4786407766990291	3451	721000
4	247	0.6754507628294036	4870	721000
5	247	0.8269070735090153	5962	721000
6	247	1.0079056865464633	7267	721000
7	247	1.1368932038834951	8197	721000
8	247	1.2832177531206657	9252	721000
9	247	1.523994452149792	10988	721000
10	247	1.6665742024965327	12016	721000
11	247	1.8327323162274618	13214	721000
12	247	1.9954230235783634	14387	721000
13	247	2.17753120665742	15700	721000
14	247	2.3467406380027738	16920	721000
15	247	2.552843273231623	18406	721000
16	247	2.6800277392510403	19323	721000
17	247	2.9052704576976423	20947	721000
18	247	3.0324549237170597	21864	721000
19	247	3.211650485436893	23156	721000
20	247	3.457975034674064	24932	721000
21	247	3.5918169209431343	25897	721000
22	247	3.734119278779473	26923	721000
23	247	3.9635228848821082	28577	721000
24	247	4.1704576976421635	30069	721000
61	247	11.876005547850209	85626	721000
123	247	30.09611650485437	216993	721000

