#srv_dead	#srv	%fail	#fail	#requests
1	50	1.0308270676691729	2742	266000
2	50	2.1593984962406014	5744	266000
3	50	3.1650375939849624	8419	266000
4	50	4.183082706766918	11127	266000
5	50	5.485714285714286	14592	266000
6	50	6.681578947368421	17773	266000
7	50	7.842105263157895	20860	266000
8	50	9.059398496240602	24098	266000
9	50	10.23157894736842	27216	266000
10	50	11.58796992481203	30824	266000
11	50	12.996240601503759	34570	266000
12	50	14.121428571428572	37563	266000
16	50	20.01015037593985	53227	266000
25	50	35.17556390977444	93567	266000

