#srv_dead	#srv	%fail	#fail	#requests
0	247	0.0	0	721000
1	247	0.07558945908460471	545	721000
2	247	0.180998613037448	1305	721000
3	247	0.25644937586685157	1849	721000
4	247	0.34590846047156726	2494	721000
5	247	0.43536754507628295	3139	721000
6	247	0.5188626907073509	3741	721000
7	247	0.6183079056865465	4458	721000
8	247	0.7116504854368932	5131	721000
9	247	0.7873786407766991	5677	721000
10	247	0.880998613037448	6352	721000
11	247	0.9452149791955617	6815	721000
12	247	1.079611650485437	7784	721000
13	247	1.207628294036061	8707	721000
14	247	1.2650485436893204	9121	721000
15	247	1.3714285714285714	9888	721000
16	247	1.469486823855756	10595	721000
17	247	1.6023578363384188	11553	721000
18	247	1.7187239944521497	12392	721000
19	247	1.7944521497919557	12938	721000
20	247	1.894868238557559	13662	721000
21	247	2.0350901525658807	14673	721000
22	247	2.1195561719833567	15282	721000
23	247	2.1893203883495147	15785	721000
24	247	2.29001386962552	16511	721000
61	247	7.340915395284327	52928	721000
123	247	21.06879334257975	151906	721000

