#srv_dead	#srv	%fail	#fail	#requests
0	50	0.0	0	242000
1	50	1.556611570247934	3767	242000
2	50	3.021487603305785	7312	242000
3	50	4.501239669421488	10893	242000
4	50	6.181404958677686	14959	242000
5	50	7.642561983471074	18495	242000
12	50	18.803305785123968	45504	242000
25	50	42.46735537190083	102771	242000

