#srv_dead	#srv	%fail	#fail	#requests
0	247	0.0	0	721000
1	247	0.1553398058252427	1120	721000
2	247	0.3364771151178918	2426	721000
3	247	0.531622746185853	3833	721000
4	247	0.6952843273231623	5013	721000
5	247	0.8128987517337032	5861	721000
6	247	1.033009708737864	7448	721000
7	247	1.1790568654646325	8501	721000
8	247	1.3704576976421636	9881	721000
9	247	1.5105409153952842	10891	721000
10	247	1.6840499306518724	12142	721000
11	247	1.8816920943134536	13567	721000
12	247	2.0581137309292648	14839	721000
13	247	2.2600554785020806	16295	721000
14	247	2.4814147018030512	17891	721000
15	247	2.5944521497919557	18706	721000
16	247	2.8497919556171984	20547	721000
17	247	2.9564493758668515	21316	721000
18	247	3.1459084604715675	22682	721000
19	247	3.4335644937586687	24756	721000
20	247	3.5052704576976423	25273	721000
21	247	3.7603328710124826	27112	721000
22	247	3.9875173370319	28750	721000
23	247	4.203883495145631	30310	721000
24	247	4.323023578363384	31169	721000
61	247	12.126907073509015	87435	721000
123	247	30.463522884882106	219642	721000

