#srv_dead	#srv	%fail	#fail	#requests
0	496	0.0	0	1891000
1	496	0.10301427815970386	1948	1891000
2	496	0.21501850872554204	4066	1891000
3	496	0.3263881544156531	6172	1891000
4	496	0.44394500264410364	8395	1891000
5	496	0.5379164463246959	10172	1891000
6	496	0.649074563722898	12274	1891000
7	496	0.778900052882073	14729	1891000
8	496	0.8821258593336859	16681	1891000
9	496	0.9864621893178213	18654	1891000
10	496	1.1116869381279746	21022	1891000
11	496	1.2093072448439979	22868	1891000
12	496	1.3329984135378108	25207	1891000
13	496	1.4317821258593337	27075	1891000
14	496	1.5253833950290852	28845	1891000
15	496	1.6770491803278689	31713	1891000
16	496	1.7642517186673718	33362	1891000
17	496	1.9223691168693813	36352	1891000
18	496	2.0410893707033315	38597	1891000
19	496	2.113960867265997	39975	1891000
20	496	2.235113696456901	42266	1891000
21	496	2.3686409307244842	44791	1891000
22	496	2.455367530407192	46431	1891000
23	496	2.6107879428873613	49370	1891000
24	496	2.702432575356954	51103	1891000
25	496	2.815811739820201	53247	1891000
26	496	2.9410364886303544	55615	1891000
27	496	3.0728714965626653	58108	1891000
28	496	3.1804336329984135	60142	1891000
29	496	3.2667900581702805	61775	1891000
30	496	3.437546271813855	65004	1891000
31	496	3.4985193019566365	66157	1891000
32	496	3.6157588577472235	68374	1891000
33	496	3.7557377049180327	71021	1891000
34	496	3.8713379164463246	73207	1891000
35	496	3.9544156530936014	74778	1891000
36	496	4.117874140666314	77869	1891000
37	496	4.244262295081967	80259	1891000
38	496	4.33532522474881	81981	1891000
39	496	4.442199894235854	84002	1891000
40	496	4.514331041776837	85366	1891000
41	496	4.737546271813855	89587	1891000
42	496	4.8475409836065575	91667	1891000
43	496	4.933897408778424	93300	1891000
44	496	5.067477525118985	95826	1891000
45	496	5.189740877842412	98138	1891000
46	496	5.331940772078266	100827	1891000
47	496	5.471549444738233	103467	1891000
48	496	5.539873083024855	104759	1891000
49	496	5.654944473823374	106935	1891000
124	496	15.773135906927552	298270	1891000
248	496	36.61337916446325	692359	1891000

