#srv_dead	#srv	%fail	#fail	#requests
0	50	0.0	0	242000
1	50	0.3851239669421488	932	242000
2	50	0.7392561983471074	1789	242000
3	50	1.265702479338843	3063	242000
4	50	1.8495867768595042	4476	242000
5	50	2.3520661157024794	5692	242000
12	50	8.237603305785123	19935	242000
25	50	27.229338842975206	65895	242000

