#srv_dead	#srv	%fail	#fail	#requests
0	496	0.0	0	1891000
1	496	0.04976203067160233	941	1891000
2	496	0.10936012691697515	2068	1891000
3	496	0.16160761501850873	3056	1891000
4	496	0.2175039661554733	4113	1891000
5	496	0.2657852987837123	5026	1891000
6	496	0.33828662083553673	6397	1891000
7	496	0.376467477525119	7119	1891000
8	496	0.4336858804865151	8201	1891000
9	496	0.4849286092014807	9170	1891000
10	496	0.5576414595452142	10545	1891000
11	496	0.6046536224219989	11434	1891000
12	496	0.6642517186673718	12561	1891000
13	496	0.710735060814384	13440	1891000
14	496	0.7831306187202538	14809	1891000
15	496	0.8398202009518773	15881	1891000
16	496	0.8833950290851401	16705	1891000
17	496	0.9536753040719196	18034	1891000
18	496	0.9988365943945002	18888	1891000
19	496	1.0498149127445795	19852	1891000
20	496	1.126388154415653	21300	1891000
21	496	1.2202009518773136	23074	1891000
22	496	1.250502379693284	23647	1891000
23	496	1.2998942358540455	24581	1891000
24	496	1.349709148598625	25523	1891000
25	496	1.4233209941829719	26915	1891000
26	496	1.5019566367001587	28402	1891000
27	496	1.5193548387096774	28731	1891000
28	496	1.5783712321523005	29847	1891000
29	496	1.6526176626123743	31251	1891000
30	496	1.7094130089899524	32325	1891000
31	496	1.7960867265996827	33964	1891000
32	496	1.8544685351665786	35068	1891000
33	496	1.9081438392384982	36083	1891000
34	496	1.9492332099418297	36860	1891000
35	496	2.0451612903225804	38674	1891000
36	496	2.0903754627181383	39529	1891000
37	496	2.1501850872554202	40660	1891000
38	496	2.222739291380222	42032	1891000
39	496	2.2759386567953466	43038	1891000
40	496	2.3114754098360657	43710	1891000
41	496	2.3950290851401377	45290	1891000
42	496	2.4812268640930726	46920	1891000
43	496	2.5624008461131678	48455	1891000
44	496	2.594130089899524	49055	1891000
45	496	2.657006874669487	50244	1891000
46	496	2.7254362771020624	51538	1891000
47	496	2.8310946589106294	53536	1891000
48	496	2.8423585404547858	53749	1891000
49	496	2.9125330512956107	55076	1891000
124	496	8.704389212057112	164600	1891000
248	496	23.05483870967742	435967	1891000

