#srv_dead	#srv	%fail	#fail	#requests
0	247	0.0	0	721000
1	247	0.16920943134535368	1220	721000
2	247	0.3418862690707351	2465	721000
3	247	0.5178918169209431	3734	721000
4	247	0.6952843273231623	5013	721000
5	247	0.863384188626907	6225	721000
6	247	1.013869625520111	7310	721000
7	247	1.1954230235783634	8619	721000
8	247	1.364632454923717	9839	721000
9	247	1.571983356449376	11334	721000
10	247	1.774618585298197	12795	721000
11	247	1.9108183079056866	13777	721000
12	247	2.100277392510402	15143	721000
13	247	2.2718446601941746	16380	721000
14	247	2.4287101248266296	17511	721000
15	247	2.6022191400832178	18762	721000
16	247	2.810263522884882	20262	721000
17	247	2.9765603328710126	21461	721000
18	247	3.1816920943134535	22940	721000
19	247	3.416643550624133	24634	721000
20	247	3.5912621359223302	25893	721000
21	247	3.763522884882108	27135	721000
22	247	3.92621359223301	28308	721000
23	247	4.13619972260749	29822	721000
24	247	4.394036061026353	31681	721000
61	247	12.420665742024966	89553	721000
123	247	30.51109570041609	219985	721000

