#srv_dead	#srv	%fail	#fail	#requests
0	50	0.0	0	215000
1	50	1.0851162790697675	2333	215000
2	50	2.3627906976744186	5080	215000
3	50	3.469767441860465	7460	215000
4	50	4.690697674418605	10085	215000
5	50	5.7734883720930235	12413	215000
12	50	15.70186046511628	33759	215000
25	50	37.223255813953486	80030	215000

