#srv_dead	#srv	%fail	#fail	#requests
0	247	0.0	0	721000
1	247	0.08432732316227462	608	721000
2	247	0.16005547850208043	1154	721000
3	247	0.2568654646324549	1852	721000
4	247	0.33994452149791954	2451	721000
5	247	0.4212205270457698	3037	721000
6	247	0.50124826629681	3614	721000
7	247	0.5816920943134536	4194	721000
8	247	0.6941747572815534	5005	721000
9	247	0.773370319001387	5576	721000
10	247	0.8740638002773925	6302	721000
11	247	0.9482662968099861	6837	721000
12	247	1.063245492371706	7666	721000
13	247	1.159223300970874	8358	721000
14	247	1.2642163661581138	9115	721000
15	247	1.3699029126213593	9877	721000
16	247	1.4321775312066574	10326	721000
17	247	1.540638002773925	11108	721000
18	247	1.6588072122052704	11960	721000
19	247	1.7762829403606102	12807	721000
20	247	1.8282940360610263	13182	721000
21	247	1.938002773925104	13973	721000
22	247	2.0882108183079056	15056	721000
23	247	2.187656033287101	15773	721000
24	247	2.2812760055478503	16448	721000
61	247	7.267128987517337	52396	721000
123	247	21.109847434119278	152202	721000

