#srv_dead	#srv	%fail	#fail	#requests
0	247	0.0	0	721000
1	247	0.18307905686546463	1320	721000
2	247	0.3363384188626907	2425	721000
3	247	0.531761442441054	3834	721000
4	247	0.7321775312066574	5279	721000
5	247	0.8875173370319002	6399	721000
6	247	1.0604715672676839	7646	721000
7	247	1.2008321775312067	8658	721000
8	247	1.4006934812760055	10099	721000
9	247	1.5868238557558947	11441	721000
10	247	1.7668515950069348	12739	721000
11	247	1.939251040221914	13982	721000
12	247	2.10873786407767	15204	721000
13	247	2.332871012482663	16820	721000
14	247	2.4829403606102636	17902	721000
15	247	2.6565880721220525	19154	721000
16	247	2.877115117891817	20744	721000
17	247	3.0895977808599167	22276	721000
18	247	3.283633841886269	23675	721000
19	247	3.413592233009709	24612	721000
20	247	3.6764216366158116	26507	721000
21	247	3.832593619972261	27633	721000
22	247	3.9866851595006936	28744	721000
23	247	4.26504854368932	30751	721000
24	247	4.485575589459085	32341	721000
61	247	12.59875173370319	90837	721000
123	247	30.889320388349514	222712	721000

