# Extinction sequence for 84 applications  and 29 platforms.
# This is the data and average for 50 different extinction sequences.
0	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84.0	29
1	83	84	84	84	81	84	84	83	76	77	84	75	84	84	77	84	82	82	84	84	84	84	81	82	76	83	84	80	84	84	84	84	83	82	84	79	83	84	83	84	84	84	84	83	84	77	83	82	84	84	82.42	28
2	83	84	82	84	81	84	77	80	76	75	84	74	83	82	75	84	82	82	84	82	84	84	80	82	73	82	84	79	84	84	77	84	82	82	81	79	81	83	81	77	84	83	84	83	75	76	74	81	84	84	80.98	27
3	79	82	82	84	81	83	68	79	68	71	84	74	81	82	75	84	81	82	83	82	75	84	80	81	73	82	84	78	83	84	69	83	82	78	80	76	79	82	80	75	84	81	82	83	71	71	70	81	84	84	79.28	26
4	74	77	82	84	81	83	68	79	68	71	84	74	81	81	75	80	81	81	78	81	71	84	80	72	72	80	83	68	81	84	69	75	82	78	80	67	78	82	80	75	83	81	81	75	70	70	70	77	76	76	77.26	25
5	71	77	82	84	73	82	60	73	68	71	82	74	81	80	75	80	81	80	69	72	71	84	70	72	63	80	83	68	77	77	69	68	80	78	80	65	72	81	80	75	75	81	81	74	70	70	70	76	76	75	75.12	24
6	71	67	82	83	73	82	60	73	64	71	79	72	81	71	75	80	81	80	68	63	71	84	70	72	53	80	83	59	77	76	67	67	80	68	78	64	72	81	76	67	67	80	73	73	69	70	65	76	74	74	72.84	23
7	69	64	81	83	65	82	60	73	56	70	79	72	81	70	68	80	75	79	63	63	64	75	69	72	53	70	77	59	67	76	67	67	80	68	73	64	72	80	76	66	61	80	73	65	68	69	64	71	71	74	70.48	22
8	68	63	80	79	65	73	60	72	56	70	78	65	76	70	68	72	74	79	54	63	64	75	63	64	50	70	76	59	66	73	66	66	80	68	65	64	72	80	76	66	60	80	73	56	59	69	54	70	71	74	68.28	21
9	68	62	79	77	64	73	60	72	56	70	71	64	67	70	68	72	74	79	54	63	64	70	60	64	50	70	67	59	65	67	63	64	80	67	62	63	72	80	76	66	59	80	65	55	46	69	39	70	61	74	66.2	20
10	68	62	79	76	63	65	60	71	43	60	71	63	58	70	68	71	74	79	53	62	63	66	60	60	42	70	65	57	64	58	63	64	72	67	62	53	68	80	76	66	59	72	53	55	46	69	38	70	53	72	63.58	19
11	58	57	79	72	63	58	59	68	43	48	71	52	58	70	68	70	74	79	53	62	53	66	60	60	41	67	55	45	64	53	62	64	72	67	61	52	62	80	66	66	58	71	53	55	46	69	38	70	53	72	61.26	18
12	58	57	70	65	63	58	59	68	43	47	70	49	58	62	64	70	65	72	52	61	53	56	60	50	24	58	55	45	63	40	62	61	71	58	49	51	61	76	66	66	57	71	52	45	37	65	38	63	53	63	57.6	17
13	58	57	63	64	63	58	49	57	43	47	67	43	58	51	64	70	65	72	47	61	52	56	57	39	24	57	55	44	63	40	62	51	71	57	48	51	61	74	65	66	57	71	51	38	36	65	37	63	53	62	55.66	16
14	58	57	52	64	63	58	49	57	36	36	67	43	58	51	64	70	64	72	47	61	50	55	57	39	24	49	55	44	63	34	62	51	63	56	48	51	50	74	65	57	53	71	51	38	36	54	36	63	50	58	53.68	15
15	58	56	52	53	63	58	47	57	22	24	67	43	47	51	64	66	60	72	47	55	44	55	45	39	23	49	52	44	63	34	62	50	63	48	47	51	37	74	65	57	42	63	47	25	35	54	30	63	49	58	50.6	14
16	58	56	45	52	61	47	39	43	22	24	67	43	46	50	54	66	60	72	47	54	44	48	44	31	20	49	51	44	63	25	62	49	63	48	47	51	37	72	57	56	42	52	46	23	32	54	15	63	48	55	47.94	13
17	58	55	45	40	54	47	39	43	22	24	56	43	40	50	46	55	59	72	47	54	44	38	44	25	5	38	44	44	55	25	62	49	63	36	47	51	37	72	56	56	42	52	37	23	25	41	12	50	48	54	44.48	12
18	57	55	45	40	43	41	38	43	21	23	55	43	39	41	46	54	59	71	47	54	31	37	44	24	5	38	44	43	55	23	61	36	61	36	47	51	37	72	56	55	41	46	37	23	25	29	12	47	48	54	42.66	11
19	57	55	44	37	39	38	38	43	20	23	45	43	38	41	45	54	48	70	47	53	30	36	44	24	5	37	44	38	55	22	55	36	56	36	47	51	36	65	48	51	28	39	29	23	25	28	12	34	48	54	40.28	10
20	57	43	44	23	39	37	38	42	20	22	44	43	38	41	44	54	48	60	47	53	17	35	32	23	4	37	36	38	54	22	47	36	45	36	47	51	19	59	48	51	28	39	29	15	11	28	12	34	38	54	37.24	9
21	56	43	44	23	31	29	32	30	19	14	43	43	38	41	43	53	48	56	33	48	17	35	32	23	4	29	36	37	41	20	47	28	44	29	47	44	18	59	48	44	28	34	29	15	10	14	12	19	38	54	34.04	8
22	43	41	43	23	31	19	32	30	17	14	43	27	36	41	36	41	36	56	32	36	17	35	31	21	4	11	35	27	35	19	47	28	44	28	47	31	18	46	41	31	28	18	27	15	10	14	2	19	36	44	29.72	7
23	28	33	35	23	18	18	32	29	9	4	43	27	31	33	21	40	35	56	26	35	17	31	31	21	2	11	35	27	35	19	45	18	44	22	46	23	17	31	40	15	20	17	26	11	10	14	2	19	22	28	25.5	6
24	19	33	35	4	2	1	18	29	7	3	30	13	31	20	20	40	35	50	25	26	7	31	30	20	2	10	35	17	31	19	39	17	38	22	46	23	17	30	38	11	6	17	17	2	0	11	2	19	22	27	20.94	5
