# Extinction sequence for 84 applications  and 29 platforms.
# This is the data and average for 50 different extinction sequences.
0	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84.0	29
1	84	80	84	83	75	83	81	82	83	81	68	83	82	84	83	81	82	84	83	84	82	83	82	84	82	84	83	79	84	78	84	66	83	80	81	83	82	80	83	83	79	82	75	82	82	68	83	68	84	84	80.86	28
2	81	79	83	83	71	74	80	76	82	81	68	83	78	81	82	80	82	83	65	78	64	81	82	84	82	82	65	77	81	78	78	60	78	76	79	82	66	79	81	77	79	82	71	76	81	63	79	67	83	82	77.3	27
3	81	70	83	80	68	74	78	76	80	79	67	82	78	76	82	79	79	80	65	76	61	81	79	84	66	82	65	71	80	78	76	60	77	74	79	79	48	79	81	77	79	78	71	76	81	63	74	66	65	78	74.82	26
4	79	69	82	77	67	73	78	75	74	61	65	78	78	73	66	75	78	78	64	73	57	65	78	84	65	81	65	71	79	78	75	57	73	74	79	79	43	76	65	77	63	75	68	76	77	61	73	65	63	77	71.64	25
5	78	69	78	77	66	73	74	75	65	59	47	78	77	72	64	75	77	77	64	68	56	64	78	83	61	76	61	71	77	69	75	57	73	74	79	79	40	75	62	77	62	73	67	74	76	60	55	62	61	76	69.32	24
6	77	69	77	72	65	73	72	73	62	58	41	78	76	71	64	69	61	71	60	67	56	61	78	81	61	75	59	71	77	68	73	56	72	72	75	75	40	74	62	77	53	72	66	71	75	58	51	62	60	74	67.22	23
7	76	69	74	70	62	73	71	69	62	52	39	75	75	65	62	67	60	66	60	67	56	59	78	77	60	74	58	71	74	68	71	53	72	72	75	74	40	65	61	59	53	71	65	66	75	57	51	53	55	73	65.0	22
8	72	67	72	68	44	73	70	67	62	50	39	71	70	65	60	58	56	50	58	66	55	59	74	71	60	74	53	70	73	65	71	52	72	70	71	65	38	64	57	43	51	53	65	65	69	57	49	52	55	73	61.68	21
9	70	65	68	64	42	70	69	51	46	45	38	71	67	63	56	57	52	49	57	66	49	59	73	69	59	56	53	66	71	64	71	51	71	70	70	65	32	59	56	42	50	51	63	65	68	56	49	50	51	73	58.96	20
10	69	64	67	64	42	64	67	50	46	45	37	70	67	63	55	41	50	47	48	64	48	57	72	67	58	54	51	63	70	64	67	50	71	70	69	64	31	55	53	42	49	50	62	65	66	55	49	49	51	70	57.24	19
11	68	63	66	58	42	59	67	47	46	45	33	68	67	63	55	39	49	47	45	63	44	56	68	58	57	53	48	45	69	63	66	49	53	52	66	61	31	37	52	40	48	49	59	61	66	46	46	49	49	54	53.7	18
12	68	58	66	56	26	43	62	47	46	41	31	67	65	61	55	35	48	46	29	62	42	56	67	57	55	53	48	43	64	45	63	49	47	51	60	61	31	37	50	38	46	47	59	58	64	40	46	48	46	54	50.74	17
13	63	58	64	56	24	43	62	43	46	41	30	61	56	60	37	32	46	46	26	60	41	55	65	56	46	53	47	41	64	45	58	47	46	50	42	61	30	35	50	33	45	46	58	57	64	40	44	43	46	53	48.3	16
14	63	56	64	56	20	40	62	42	41	41	21	60	52	42	37	32	46	45	21	42	41	51	47	55	44	44	46	41	55	44	42	45	45	49	41	57	29	19	50	32	42	30	54	56	61	39	44	41	30	44	44.02	15
15	63	50	64	54	20	39	44	42	37	40	21	58	46	42	36	31	46	43	20	40	41	50	46	52	38	41	44	25	51	42	41	44	43	49	41	55	25	18	48	32	42	21	53	54	60	37	43	41	29	44	41.72	14
16	59	47	48	54	20	38	44	42	35	40	20	57	28	33	35	31	46	42	20	40	40	47	46	51	37	37	44	25	51	42	41	40	34	48	39	53	24	17	39	31	38	15	53	54	55	37	42	40	28	26	39.06	13
17	50	47	48	50	18	37	44	37	33	40	18	55	27	29	35	13	46	42	19	36	24	47	30	50	37	36	43	24	49	41	40	40	33	47	38	48	23	17	38	28	38	15	51	50	51	35	42	40	28	26	36.66	12
18	47	29	47	50	17	36	43	36	32	31	18	55	27	28	29	12	43	42	19	20	24	46	29	50	19	35	39	23	43	37	38	39	33	46	33	47	21	17	38	27	38	15	46	49	51	35	40	40	27	25	34.22	11
19	46	27	46	41	17	36	40	27	31	30	13	55	27	27	26	11	37	41	19	16	22	45	29	49	18	31	39	22	42	35	37	30	33	45	32	45	21	17	36	18	32	14	45	48	50	35	34	22	27	20	31.72	10
20	30	23	37	40	12	34	24	27	27	30	12	55	25	23	21	9	36	40	18	15	21	45	27	48	17	25	37	19	40	19	37	26	31	39	30	43	18	11	36	14	32	13	44	30	34	31	34	20	18	20	27.94	9
21	29	23	34	22	11	30	23	26	25	14	9	39	9	23	20	9	36	38	12	14	21	27	22	48	13	24	37	19	39	17	36	24	27	34	29	37	18	11	30	14	31	10	44	28	34	13	32	14	17	17	24.26	8
22	27	20	28	21	9	28	22	25	24	13	8	34	8	21	18	7	35	38	10	11	20	23	19	30	10	24	37	19	23	16	33	24	25	25	27	21	17	10	30	13	13	6	26	27	34	12	23	11	16	11	20.64	7
23	21	19	10	20	3	27	22	24	21	11	8	31	6	20	18	2	33	20	10	11	19	22	18	30	10	23	31	17	5	13	33	24	24	9	27	20	8	10	29	12	10	6	24	26	25	12	20	9	14	9	17.52	6
24	21	18	5	19	2	25	22	23	21	10	5	30	5	19	17	1	33	11	9	10	14	16	18	26	10	21	30	16	5	9	24	24	24	6	26	20	8	8	28	8	9	6	24	25	24	9	19	8	8	9	15.76	5
25	21	17	5	3	2	7	16	5	21	9	5	28	4	17	16	1	24	7	8	10	12	16	17	10	7	19	14	15	1	9	23	23	21	3	25	20	7	6	23	6	7	6	22	9	22	9	18	8	8	8	12.4	4
26	19	16	4	3	1	7	15	5	20	8	5	28	4	17	13	1	19	4	6	1	3	11	8	5	7	3	11	14	0	4	22	18	21	3	9	19	3	4	19	6	3	6	22	9	22	8	17	4	7	6	9.8	3
27	1	16	2	2	1	3	11	2	2	7	4	27	4	17	13	1	18	4	6	1	0	2	6	3	2	0	10	13	0	3	18	16	19	2	0	18	2	3	19	3	3	1	22	0	21	4	17	0	7	5	7.22	2
28	0	16	2	1	1	2	2	0	1	4	0	9	1	16	4	0	18	4	2	1	0	2	6	3	0	0	9	4	0	1	0	16	3	0	0	0	0	0	1	1	1	1	6	0	3	3	16	0	3	4	3.34	1
29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0

